Substancia,Valor_Medio_bruto,Valor_Medio_liquido,Maior_valor,Menor_valor
Paricalcitol,103.12,98.97,334.03,18.66
Paromomycin sulfate,1768.0,1653.16,1653.16,1653.16
Paroxetine hydrochloride,6.4,6.14,140.24,0.05
Patiromer calcium,243.61,227.85,1055.36,37.75
Peak Flow Meters,12.65,11.85,307.95,0.37
Pelvic Toning Devices,18.64,17.44,42.11,14.03
Penciclovir,38.85,36.34,69.21,3.47
Penicillamine,282.18,263.92,1523.75,16.1
Pentamidine isetionate,31.77,29.82,29.82,29.82
Pentazocine hydrochloride,146.75,137.27,499.37,24.98
Pentosan polysulfate sodium,567.5,530.69,1570.97,131.02
Pentoxifylline,20.18,18.99,90.71,0.92
Peppermint oil,19.82,18.64,261.05,0.19
Perampanel,217.77,203.68,2094.51,4.79
Pericyazine,88.83,83.35,1316.17,0.73
Perindopril arginine,15.01,14.05,348.57,4.14
Perindopril arginine with diuretic,23.01,21.53,409.61,8.89
Perindopril erbumine,8.2,8.02,526.86,0.07
Perindopril tosilate/indapamide,9.51,8.9,8.9,8.9
Permethrin,29.27,27.39,1302.42,5.34
Perphenazine,264.5,247.39,563.14,49.49
Pethidine hydrochloride,133.67,125.11,1292.25,0.48
Phased formulations of ethinylestradiol,5.83,5.51,39.29,0.46
Phenazone/lidocaine,14.35,13.44,75.18,8.34
Phenelzine sulfate,1008.68,943.68,5070.66,38.49
Phenindione,2581.07,2413.41,6143.21,614.33
Phenobarbital,25.25,23.65,2791.57,0.14
Phenobarbital sodium,290.93,272.05,889.25,105.62
Phenol,7.62,7.14,48.24,1.2
Phenoxybenzamine hydrochloride,541.33,506.24,2706.39,56.5
Phenoxymethylpenicillin (Penicillin V),15.11,14.32,741.97,0.17
Phentolamine/aviptadil,67.49,63.15,266.52,17.88
Phenylbutazone,88.39,82.72,126.24,31.67
Phenylephrine hydrochloride,32.22,30.14,66.62,11.11
Phenytoin,14.34,13.47,113.36,0.54
Phenytoin sodium,18.73,17.63,185.12,0.23
Pholcodine,2.2,2.12,37.31,0.36
Phosphates,5.99,5.66,8.97,2.36
Phosphates (Rectal),142.89,133.63,4700.82,1.65
Physical Debridement Device,110.41,103.25,10013.27,3.19
Phytomenadione,69.22,64.83,1655.05,0.36
Pilocarpine hydrochloride,48.63,45.51,307.76,6.53
Pilocarpine nitrate,57.27,53.58,349.86,0.69
Pimecrolimus,37.56,35.13,386.89,18.41
Pimozide,22.63,21.32,439.88,2.75
Pindolol,4.51,4.33,4.33,4.33
Pioglitazone hydrochloride,7.29,6.91,242.92,0.17
Piperacillin sodium/tazobactam sodium,541.8,506.62,506.62,506.62
Piracetam,36.72,34.45,366.04,0.46
Pirenzepine,223.95,209.61,976.66,9.87
Pirfenidone,1160.01,1118.06,1689.56,362.99
Piroxicam,12.75,11.96,321.59,0.77
Pitolisant hydrochloride,689.75,651.63,1739.19,289.87
Pivmecillinam hydrochloride,23.29,21.91,504.93,0.62
Pizotifen malate,6.79,6.42,686.01,0.19
Pneumococcal,153.73,143.75,1413.78,15.71
Podophyllotoxin,20.74,19.41,100.04,13.55
Polihexanide,302.52,282.88,282.88,282.88
Posaconazole,2113.87,1976.68,4465.46,23.37
Potassium bicarbonate,325.57,304.43,603.25,5.6
Potassium chloride,19.65,18.54,3382.89,0.63
Potassium citrate,16.73,15.66,208.43,0.52
Potassium permanganate,25.53,23.9,88.5,2.33
Povidone iodine,16.8,15.72,29.93,2.99
Pramipexole,34.54,32.4,2072.73,0.18
Prasterone,35.4,33.12,467.11,7.56
Prasugrel,29.99,28.09,490.94,1.27
Pravastatin sodium,9.73,9.24,490.81,0.16
Praziquantel,503.97,471.26,2434.79,21.05
Prazosin hydrochloride,10.43,9.87,527.03,0.22
Prednisolone,7.59,7.29,1054.68,0.03
Prednisolone acetate,4.32,4.05,61.64,1.7
Prednisolone sodium metasulphobenzoate,407.52,381.06,1533.14,191.64
Prednisolone sodium phosphate,132.96,124.37,4177.75,0.57
Prednisone,1.4,1.42,1.42,1.42
Pregabalin,10.14,9.75,2552.08,0.03
Pressure Offloading Device,53.63,50.16,1407.69,12.16
Pressure Plates/Shields,32.44,30.33,213.24,1.96
Pridinol mesilate,18.65,17.52,170.61,2.23
Prilocaine hydrochloride,3.52,3.29,9.47,0.01
Primidone,115.49,108.13,1270.6,1.01
Pristinamycin,1411.86,1320.16,2212.32,74.77
Probenecid,326.46,305.34,813.51,57.17
Prochlorperazine maleate,7.46,7.09,228.54,0.08
Prochlorperazine mesilate,5.13,4.82,41.19,0.49
Procyclidine hydrochloride,10.18,9.76,699.25,0.1
Progesterone,44.76,41.96,1957.43,0.43
Proguanil hydrochloride,8.54,8.09,12.89,3.3
Proguanil hydrochloride with atovaquone,72.58,67.96,351.74,5.87
Promazine hydrochloride,155.94,145.98,2364.02,1.02
Promethazine hydrochloride,61.99,58.26,3884.35,0.22
Promethazine teoclate,6.14,5.84,82.12,0.22
Propafenone hydrochloride,10.33,9.74,49.13,0.95
Propamidine isetionate,4.08,3.83,7.41,2.62
Propantheline bromide,26.68,25.04,325.66,0.8
Propiverine hydrochloride,70.24,65.75,513.91,6.65
Propranolol hydrochloride,16.67,15.72,1391.37,0.11
Propylthiouracil,22.88,21.45,260.86,0.77
Prosthetic Adhesives,14.74,13.8,31.12,4.08
Proxymetacaine hydrochloride,28.28,26.46,68.02,11.33
Prucalopride,98.83,92.47,745.2,1.4
Pseudoephedrine hydrochloride,8.87,8.37,68.85,0.79
Pseudoephedrine hydrochloride combinations,3.32,3.12,3.12,3.12
Pulsed Electromagnetic Stimulator,21.65,20.26,52.22,13.06
Pyrazinamide,128.86,120.56,149.84,29.33
Pyridostigmine bromide,89.71,83.92,1687.58,3.79
Pyridoxine hydrochloride,69.73,65.28,2670.5,0.4
Pyrimethamine,11.84,11.23,24.34,4.97
Quetiapine,17.91,17.0,4488.23,0.02
Quinagolide hydrochloride,319.12,298.45,2215.84,37.05
Quinapril hydrochloride,21.65,20.28,60.55,5.16
Quinapril hydrochloride with diuretic,35.25,32.98,43.97,11.0
Quinidine sulfate,499.0,466.6,466.6,466.6
Quinine bisulfate,63.74,59.71,1166.94,2.67
Quinine sulfate,11.44,10.93,205.62,0.07
Rabeprazole sodium,26.56,24.89,595.83,0.26
Rabies,52.7,49.28,129.26,32.31
Raloxifene hydrochloride,7.53,7.08,95.72,1.01
Raltegravir,386.56,361.59,440.8,102.97
Ramipril,25.09,23.92,1841.54,0.03
Ramipril with calcium channel blocker,37.02,34.64,120.71,3.88
Ranitidine hydrochloride,19.0,17.88,794.79,0.02
Ranolazine,115.4,108.08,1969.85,0.88
Rasagiline mesilate,10.36,9.77,396.79,0.08
Reboxetine,25.59,24.06,124.1,1.29
Repaglinide,12.22,11.56,163.94,0.45
Riboflavin,186.03,175.31,5007.16,1.6
Rifabutin,129.54,121.25,315.61,56.45
Rifampicin,74.99,70.23,577.97,1.05
Rifampicin combined preparations,57.39,53.71,235.94,11.9
Rifaximin,408.76,382.34,3878.43,4.44
Rilpivirine,6.68,6.36,6.36,6.36
Riluzole,43.19,40.42,898.57,0.81
Risedronate sodium,18.59,17.47,540.47,0.74
Risperidone,14.79,14.07,1276.34,0.04
Ritonavir,3.57,3.45,6.17,0.72
Rivaroxaban,443.44,414.93,24794.61,1.68
Rivastigmine,48.45,45.37,656.26,0.24
Rizatriptan,33.35,31.21,550.2,0.64
Roflumilast,46.5,43.57,246.9,3.64
Ropinirole hydrochloride,40.3,37.77,1013.76,0.19
Rosuvastatin calcium,10.12,9.6,371.03,0.03
Rotavirus,34.76,32.5,32.5,32.5
Rotigotine,184.84,172.86,1386.88,2.82
Rufinamide,185.52,173.56,1062.73,3.32
Rupatadine fumarate,128.49,120.18,499.11,12.26
Rutosides,32.35,30.37,227.91,3.07
Ruxolitinib,1071.0,1001.49,1335.25,667.73
Sacubitril/valsartan,224.2,209.74,6164.96,1.65
Safinamide,100.9,94.44,481.84,6.56
Salbutamol,45.81,43.04,2434.29,0.36
Salicylic acid,6.05,5.71,1614.93,0.76
Salmeterol,67.52,63.16,1122.24,18.65
Saxagliptin,93.18,87.23,1980.19,1.17
Saxagliptin/dapagliflozin,131.41,122.94,3012.94,23.28
Saxagliptin/metformin,67.1,62.81,591.07,7.5
Secobarbital sodium,360.23,336.99,1242.78,41.81
Selegiline hydrochloride,12.0,11.36,52.57,1.08
Selenium,58.8,58.0,292.58,1.93
Selenium sulfide,3.77,3.54,24.64,1.51
Semaglutide,298.75,279.41,11850.87,2.56
Senna,11.64,11.38,436.07,0.03
Sertraline hydrochloride,30.8,29.4,2481.71,0.03
Sevelamer,46.54,43.67,937.14,0.28
Shingles (H/Z),274.91,257.06,5327.58,93.47
Sildenafil (Erectile Dysfunction),9.4,8.87,651.72,0.19
Sildenafil(Vasodilator Antihypertensive),349.01,326.39,1669.69,37.21
Silk Garments,75.22,70.35,1466.62,6.03
Silver nitrate,8.54,8.01,107.22,0.53
Silver sulfadiazine,8.69,8.14,111.93,3.6
Simeticone,9.35,8.78,184.05,1.08
Simple,2.4,2.29,32.66,0.27
Simvastatin,22.7,21.8,937.42,0.03
Simvastatin and ezetimibe,63.75,59.64,218.72,4.57
Sirolimus,181.0,169.3,905.98,5.51
Sitagliptin,246.68,230.93,10575.88,1.23
"Skin Adhesive, Sterile",13.05,12.2,90.98,5.01
"Skin Closure Strips, Sterile",5.83,5.46,413.08,0.09
Skin Fillers And Protectives,34.36,32.23,5224.06,0.03
Skin Protectors,103.04,96.36,2424.98,1.19
Sodium benzoate,984.36,921.07,4801.25,34.32
Sodium bicarbonate,21.46,20.2,2792.06,0.12
Sodium chloride,39.34,36.84,6068.01,0.2
Sodium citrate,7.75,7.27,87.91,0.85
Sodium citrate (Rectal),9.68,9.12,221.53,0.43
Sodium clodronate,183.33,171.49,784.5,25.08
Sodium cromoglicate,40.49,37.92,5781.96,1.3
Sodium dihydrogen phosphate dihydrate,48.11,45.0,57.02,34.58
Sodium feredetate,26.91,25.22,433.73,0.14
Sodium fluoride,11.07,10.37,767.82,0.36
Sodium fusidate,7.92,7.43,189.36,2.51
Sodium hypochlorite,3.08,2.89,7.54,1.52
Sodium oxybate,1222.22,1148.8,4039.41,336.61
Sodium phenylbutyrate,3042.72,2858.4,4541.14,1863.91
Sodium picosulfate,26.21,24.58,953.7,0.54
Sodium polystyrene sulfonate,292.0,273.04,1213.48,75.85
Sodium valproate,25.93,24.35,2945.4,0.29
Sodium zirconium cyclosilicate,223.69,209.21,1750.43,9.84
Solifenacin,20.2,19.19,727.13,0.11
Solifenacin/tamsulosin,50.74,47.53,516.64,6.02
Soluble insulin (Neutral insulin),58.22,54.46,736.65,3.68
Somatropin,662.3,619.3,8353.07,22.79
Sotalol hydrochloride,5.49,5.18,66.49,0.18
Spironolactone,12.19,11.64,723.99,0.05
Spironolactone with loop diuretics,14.07,13.22,59.64,1.86
Squill,4.82,4.52,7.92,2.64
Ster larvae,477.31,446.34,1301.52,81.46
Sterculia,11.76,11.02,89.01,0.13
Sterile water,45.22,42.29,202.17,1.82
Stiripentol,720.39,691.18,2867.34,26.67
Stockinette,21.93,20.52,3307.99,0.38
Stoma Caps/Dressings,77.52,72.5,492.28,1.32
Strontium ranelate,227.75,212.98,901.22,140.17
Sucralfate,362.76,339.52,5195.18,3.32
Sucroferric oxyhydroxide,274.61,256.84,1004.27,104.26
Sulfadiazine,660.99,618.11,1190.33,99.31
Sulfasalazine,110.66,103.58,7541.27,0.33
Sulfur,192.3,179.83,642.4,36.3
Sulindac,48.07,44.97,111.44,13.93
Sulpiride,38.27,35.94,2101.39,0.26
Sultiame,676.85,633.0,1855.59,97.05
Sumatriptan succinate,41.79,39.14,3102.54,0.17
Surgical Adhesive Tape,6.42,6.02,735.16,0.15
Surgical Sutures,7.7,7.2,221.49,0.97
Suspensory Systems,59.62,55.81,1272.41,4.18
Swabs,6.54,6.13,329.16,0.01
Tacalcitol,31.27,29.25,144.34,11.9
Tacrolimus,92.85,86.84,2218.61,14.28
Tadalafil,10.68,10.02,540.14,0.19
Tafluprost,22.48,21.04,251.1,3.92
Tafluprost and timolol,28.3,26.48,162.77,4.63
Tamoxifen citrate,18.09,17.06,710.88,0.21
Tamsulosin and dutasteride hydrochloride,17.5,16.46,314.73,0.96
Tamsulosin hydrochloride,24.55,23.91,1312.0,0.04
Tapentadol hydrochloride,72.15,67.51,745.44,0.53
Tapentadol phosphate,18.53,17.33,19.81,9.91
Tars,23.33,21.83,1784.0,2.57
Taurine,90.53,86.27,960.65,2.67
Tazarotene,14.45,13.52,13.85,13.19
Teicoplanin,73.81,69.04,718.69,3.7
Telmisartan,7.07,6.65,324.94,0.16
Telmisartan with diuretic,30.29,28.35,222.49,3.29
Temazepam,41.06,38.54,3427.48,0.57
Tenofovir disoproxil,42.01,39.36,106.21,1.0
Tenoxicam,12.53,11.83,11.83,11.83
Terazosin hydrochloride,9.93,9.33,98.44,0.29
Terbinafine hydrochloride,7.64,7.17,172.81,0.19
Terbutaline sulphate,30.07,28.15,1314.96,2.04
Teriparatide,467.1,436.77,1016.88,219.75
Testosterone,54.63,51.11,2327.62,0.95
Testosterone enantate,101.82,95.25,1312.51,27.34
Testosterone esters,6.8,6.37,82.51,2.29
Testosterone propionate,151.3,141.49,454.21,60.79
Testosterone undecanoate,182.34,170.52,2525.07,47.98
Tetanus immunoglobulin,416.67,389.6,467.53,233.76
Tetrabenazine,81.55,76.41,654.98,3.6
Tetracaine,7.75,7.27,416.08,1.01
Tetracaine hydrochloride,11.81,11.06,19.78,1.98
Tetracosactide,53.2,49.75,177.67,35.53
Tetracycline,23.67,22.16,554.6,1.52
Theophylline,8.91,8.45,714.01,0.16
Thiamine hydrochloride,11.59,11.43,1870.1,0.15
Thioridazine,683.66,639.27,1994.87,135.01
Tiagabine,122.55,114.73,1649.29,13.74
Tiaprofenic acid,17.06,16.01,41.95,6.99
Tibolone,17.89,16.77,239.99,0.27
Ticagrelor,199.72,186.85,4034.14,1.03
Tick-borne encephalitis vaccine,28.0,26.19,26.19,26.19
Ticlopidine hydrochloride,420.0,392.73,392.73,392.73
Timolol,14.43,13.51,1022.46,2.45
Timolol and bimatoprost,62.72,58.69,1166.22,2.91
Timolol and brimonidine,25.33,23.7,221.4,8.53
Timolol and travoprost,27.52,25.76,586.95,5.27
Timolol with diuretic,113.96,106.69,330.64,55.05
Timothy grass pollen allergen extract,116.27,108.73,299.71,60.05
Tinidazole,2.76,2.69,2.69,2.69
Tinzaparin sodium,201.33,188.32,1880.33,2.9
Tioconazole,40.79,38.15,215.03,25.6
Tioguanine,49.88,46.72,71.4,28.67
Tiotropium bromide,147.35,137.84,7578.82,10.56
Tiotropium bromide/olodaterol,111.87,104.64,2948.91,30.39
Tirbanibulin,90.86,84.97,882.87,55.17
Titanium dioxide,93.5,87.44,430.13,21.52
Tizanidine hydrochloride,20.95,19.74,314.79,0.1
Tobramycin,786.5,735.42,2219.8,23.35
Tocofersolan,300.03,294.77,765.11,51.02
Tocopheryl acetate,148.76,139.12,2735.93,6.96
Tolbutamide,147.26,137.77,948.38,5.76
Tolcapone,127.28,119.12,356.07,26.7
Tolfenamic acid,49.51,46.32,303.89,11.93
Tolnaftate,4.34,4.07,6.65,3.33
Tolterodine,27.17,25.52,916.21,0.16
Tolvaptan,1390.2,1299.97,3519.47,279.43
Topiramate,19.35,18.23,2920.03,0.07
Torasemide,11.91,11.19,219.65,1.29
Toremifene citrate,67.37,63.05,217.58,25.49
Tracheostomy & Laryngectomy Appliances,101.39,94.81,3938.87,0.08
Tramadol hydrochloride,15.28,14.5,4214.24,0.05
Trandolapril,15.44,14.47,243.49,0.61
Tranexamic acid,18.57,17.47,309.31,0.31
Tranylcypromine sulfate,1973.21,1845.08,8197.92,113.97
Travoprost,11.46,10.75,246.03,1.66
Trazodone hydrochloride,9.85,9.44,1908.85,0.15
Tretinoin,346.02,323.56,563.35,4.91
Triamcinolone acetonide,13.87,12.99,1203.73,0.83
Triamcinolone hexacetonide,51.53,48.18,269.29,11.22
Triamterene,40.5,37.94,39.19,36.68
Triamterene with loop diuretics,3.07,2.98,8.13,0.69
Triamterene with thiazides,296.77,277.51,1383.87,86.6
Trientine dihydrochloride,7175.3,6749.19,8626.1,5750.73
Trifluoperazine,96.63,90.43,767.95,1.23
Trihexyphenidyl hydrochloride,42.43,39.82,1660.81,0.16
Trimetazidine hydrochloride,154.68,146.48,258.38,60.39
Trimethoprim,9.65,9.11,524.28,0.05
Trimipramine maleate,539.16,504.19,2999.62,3.42
Triptorelin,546.72,511.26,6580.87,193.55
Triptorelin acetate,138.69,129.7,1032.68,64.52
Triptorelin embonate,684.92,640.45,6193.74,387.11
Tropicamide,16.59,15.53,84.61,1.07
Trospium chloride,39.2,36.77,1186.05,0.33
Trusses,34.24,32.02,95.26,9.7
Tryptophan,215.74,202.96,1275.82,13.36
Tubing & Accessories,64.89,60.67,1082.34,2.35
Tubing And Accessories,24.35,22.79,2737.16,0.65
Two Piece Ostomy Systems,110.48,103.32,2674.29,1.68
Typhoid,104.96,98.14,3067.89,10.44
Ulipristal acetate (Emergency Contraceptive),19.36,18.12,394.49,13.14
Umeclidinium bromide,157.87,147.68,5839.78,25.71
Umeclidinium bromide/vilanterol,300.05,280.65,7387.27,30.39
Undecenoates,3.09,2.9,18.92,1.88
Upadacitinib,1208.34,1129.86,1506.47,753.24
Urea,26.6,24.9,548.48,0.25
Urea hydrogen peroxide,5.11,4.8,38.34,1.64
Urinal Systems,52.73,49.8,1168.8,1.53
Urine testing reagents,6.3,5.92,143.68,2.1
Urostomy Bags,208.98,195.44,5926.64,4.95
Ursodeoxycholic acid,44.97,42.17,411.79,0.45
Ustekinumab (Psoriasis),11808.5,11041.42,16060.25,6022.59
Vacuum Pumps for Erectile Dysfunction,123.53,115.51,567.14,18.92
Vaginal Dilators,33.25,31.1,137.92,15.41
Vaginal Moisturisers,14.3,13.39,361.87,0.92
Vaginal PH Correction Products,11.43,10.7,147.34,0.81
Valaciclovir,91.08,85.25,1936.67,1.92
Valganciclovir hydrochloride,795.12,743.55,1793.34,16.12
Valproic acid,26.67,25.13,1448.6,0.29
Valsartan,18.31,17.16,422.23,0.21
Valsartan with diuretic,33.09,30.97,867.81,1.09
Valsartan/amlodipine,47.67,44.6,446.29,2.77
Vancomycin hydrochloride,230.61,215.72,1860.74,13.39
Vardenafil,10.36,9.7,181.82,0.47
Varenicline tartrate,47.47,44.42,306.33,8.32
Varicella vaccine live,48.68,45.53,127.68,25.54
Vehicles,6.73,6.31,7.18,5.43
Venlafaxine,23.33,21.98,1913.29,0.09
Venous Ulcer Compression System,62.88,58.81,2421.37,11.3
Verapamil hydrochloride,13.38,12.57,1782.39,0.11
Vigabatrin,81.9,76.71,2292.64,2.41
Vildagliptin,51.94,48.65,561.41,3.34
Vitamin A,8.09,7.7,295.73,0.49
Vitamin B and C injection,19.76,18.66,151.78,1.18
Vitamin B compound,11.24,10.73,500.58,0.15
Vitamin E,22.61,21.36,836.87,0.22
Vitamins caps,1.32,1.6,41.52,0.13
Voriconazole,1361.42,1275.06,5925.08,296.37
Vortioxetine,54.4,50.98,1115.06,1.04
Warfarin sodium,7.3,6.93,1167.47,0.02
Water for injection,17.55,16.52,1175.08,0.28
Wool alcohols,11.43,10.7,793.22,0.12
Wool fat,6.56,6.15,6.63,5.18
Wool fat hydrous,15.07,14.13,17.28,1.5
Wound Management & Other Dressings,53.73,50.26,10345.26,0.06
Xipamide,6.42,6.15,33.1,0.64
Xylometazoline hydrochloride,4.16,3.91,93.15,2.04
Xylometazoline hydrochloride/ipratropium bromide,7.26,6.8,14.03,4.67
Yellow fever,39.72,37.15,37.16,37.14
Yohimbine hydrochloride,464.61,434.44,816.55,52.32
Zafirlukast,22.57,21.12,33.21,1.92
Zinc acetate,99.05,98.45,244.49,14.92
Zinc oxide,6.35,5.96,259.74,0.04
Zinc paste,32.3,30.21,30.21,30.21
Zinc sulfate,13.48,12.72,58.52,0.77
Zinc sulfate monohydrate,17.1,16.09,165.81,5.53
Zoledronic acid,159.26,148.93,162.84,138.44
Zolmitriptan,26.74,25.03,955.95,0.32
Zolpidem tartrate,2.72,2.71,57.66,0.04
Zonisamide,93.52,87.52,8906.05,0.69
Zopiclone,3.61,3.78,207.79,0.03
Zuclopenthixol acetate,116.21,108.77,108.77,108.77
Zuclopenthixol decanoate,26.15,24.54,458.89,2.95
Zuclopenthixol hydrochloride,19.15,17.93,249.11,2.94
