Prescriber,Substancia,Quantidade
ISLINGTON HOUSE MEDICAL CENTRE,Atorvastatin,465
ISLINGTON PCCS,Estradiol,43
ISLIP MANOR MEDICAL CENTRE,Atorvastatin,393
ISLIP SURGERY,Atorvastatin,765
ISSA MEDICAL CENTRE - PATEL,Lansoprazole,2428
IV AND HOSPITAL AT HOME,Enoxaparin,1
IV THERAPY TEAM,Sodium chloride,2
IVEL MEDICAL CENTRE,Atorvastatin,983
IVER MEDICAL CENTRE,Atorvastatin,707
IVRY STREET MEDICAL PRACTICE,Atorvastatin,731
IVY COURT SURGERY,Atorvastatin,1690
IVY GROVE SURGERY,Omeprazole,526
IWADE HEALTH CENTRE,Atorvastatin,83
IXWORTH SURGERY,Omeprazole,768
JACKSDALE MEDICAL CENTRE,Atorvastatin,443
JAI MEDICAL CENTRE,Atorvastatin,665
JAI MEDICAL CENTRE (BRENT),Atorvastatin,604
JALAL PRACTICE,Atorvastatin,251
JAMES ALEXANDER FAMILY PRACTICE,Atorvastatin,1123
JAMES BONTOFT OPTOMETRIST LTD,Prednisolone acetate,3
JAMES FISHER MEDICAL CENTRE,Omeprazole,696
JAMES O'RIORDAN MEDICAL CENTRE,Atorvastatin,559
JAMES STREET FAMILY PRACTICE,Atorvastatin,1744
JAMES STREET GROUP PRACT,Atorvastatin,3517
JAMES WIGG PRACTICE,Atorvastatin,834
JARVIS MEDICAL PRACTICE,Atorvastatin,652
JAUNTY SPRINGS HEALTH CENTRE,Atorvastatin,456
JENNER HOUSE SURGERY,Atorvastatin,671
JERICHO HEALTH CENTRE,Atorvastatin,143
JERSEY PRACTICE,Atorvastatin,599
JESSOP MEDICAL PRACTICE,Lansoprazole,1097
JIGGINS LANE MEDICAL CENTRE,Atorvastatin,509
JOHN EASTWOOD HOSPICE,Morphine sulfate,7
JOHN RYLE MEDICAL PRACTICE,Atorvastatin,698
JOHN SMITH MEDICAL CENTRE,Amlodipine,156
JOHN STREET MEDICAL PRACTICE,Atorvastatin,468
JOHN TASKER HOUSE SURGERY,Atorvastatin,1186
JOHN TAYLOR HOSPICE,Morphine sulfate,31
JOHNSON MEDICAL PRACTICE,Atorvastatin,1166
JOLLY MEDICAL CENTRE,Atorvastatin,562
JORVIK GILLYGATE PRACTICE,Atorvastatin,971
JOSHI NA,Atorvastatin,595
JRB HEALTHCARE BEECHDALE SURGERY,Atorvastatin,554
JS MEDICAL PRACTICE,Atorvastatin,772
JUBILEE FIELD SURGERY,Omeprazole,409
JUBILEE GARDENS MEDICAL CENTRE,Atorvastatin,905
JUBILEE HEALTH CENTRE,Atorvastatin,426
JUBILEE HEALTHCARE,Atorvastatin,714
JUBILEE MEDICAL CENTRE,Atorvastatin,1942
JUBILEE MEDICAL GROUP,Atorvastatin,1634
JUBILEE PARK MEDICAL PARTNERSHIP,Atorvastatin,840
JUBILEE STREET PRACTICE,Atorvastatin,1777
JUBILEE SURGERY,Atorvastatin,473
JULIAN HOUSE HEALTHCARE SERVICE,Prednisolone,4
K&W HEALTHCARE CARE HOME TM,Hydrocortisone,9
KADIM PRIMECARE MEDICAL CENTRE,Atorvastatin,271
KAPUR FAMILY CARE,Atorvastatin,1006
KARIS MEDICAL CENTRE,Atorvastatin,616
KATHARINE HOUSE HOSPICE,Oxycodone hydrochloride,5
KCCG-CHC MT EDGECUMBE,Wound Management & Other Dressings,3
KCCG-CHC ST JULIAS,Oral Film Forming Agents,2
KCCG-LITTLE HARBOUR,Chloramphenicol,1
KEARSLEY MEDICAL CENTRE,Atorvastatin,882
KEATS GROUP PRACTICE,Levothyroxine sodium,335
KEATS GROVE SURGERY,Atorvastatin,622
KEATS SURGERY,Atorvastatin,374
KEELE PRACTICE,Sertraline hydrochloride,205
KEELINGE HOUSE,Lansoprazole,419
KEIGHLEY ROAD SURGERY,Atorvastatin,860
KELSALL MEDICAL CENTRE,Atorvastatin,549
KELVEDON & FEERING HEALTH CENTRE,Atorvastatin,728
KELVINGROVE MEDICAL CENTRE,Lansoprazole,637
KENMORE MEDICAL CENTRE,Atorvastatin,827
KENNEDY WAY SURGERY,Atorvastatin,547
KENNET AND AVON MEDICAL PARTNERSHIP,Omeprazole,1258
KENNETH MACRAE MED CENTRE,Lansoprazole,293
KENSINGTON AND CHELSEA DAWS,Methadone hydrochloride,573
KENSINGTON PARK MEDICAL CENTRE,Atorvastatin,291
KENSINGTON PARTNERSHIP,Atorvastatin,2134
KENSINGTON ROAD SURGERY,Atorvastatin,411
KENTON BRIDGE MEDICAL CENTRE - DR RAJA,Atorvastatin,283
KENTON BRIDGE MEDICAL CENTRE DR GOLDEN,Atorvastatin,302
KENTON CLINIC,Metformin hydrochloride,247
KENWOOD MEDICAL,Atorvastatin,516
KENYON MEDICAL CENTRES,Omeprazole,1147
KEPIER MEDICAL PRACTICE,Lansoprazole,1211
KES@NORTHGATE,Sertraline hydrochloride,103
KESTON MEDICAL PRACTICE,Atorvastatin,1107
KETTERING EXTENDED ACCESS,Amoxicillin,17
KEW MEDICAL PRACTICE,Atorvastatin,125
KEW SURGERY,Atorvastatin,335
KEYNELL COVERT,Atorvastatin,106
KHAN MEDICAL PRACTICE,Atorvastatin,204
KIDDERMINSTER MEDICAL CENTRE,Atorvastatin,883
KIDSGROVE MEDICAL CENTRE,Atorvastatin,830
KILBURN PARK MEDICAL CENTRE,Atorvastatin,331
KILDONAN HOUSE,Atorvastatin,1696
KILLAMARSH MEDICAL PRACTICE,Lansoprazole,1007
KILLICK STREET HEALTH CENTRE,Atorvastatin,389
KIMBOLTON MEDICAL CENTRE,Atorvastatin,681
KINCORA DOCTORS SURGERY,Atorvastatin,266
KING CROSS PRACTICE,Atorvastatin,797
KING EDWARD ROAD SURGERY,Atorvastatin,1048
KING EDWARDS MEDICAL CENTRE,Atorvastatin,248
KING GEORGE & MANOR HOUSE SURGERIES,Atorvastatin,1933
KING GEORGE ROAD SURGERY,Atorvastatin,520
KING STREET MEDICAL CENTRE,Atorvastatin,1057
KING STREET MEDICAL CTR,Atorvastatin,153
KING STREET SURGERY,Atorvastatin,1308
KING'S COLLEGE HOSPITAL UTC,Naproxen,103
KING'S MEDICAL CENTRE,Atorvastatin,945
KING'S MEDICAL PRACTICE,Atorvastatin,1380
KINGFISHER FAMILY PRACTICE,Atorvastatin,1523
KINGFISHER MEDICAL CENTRE,Atorvastatin,366
KINGFISHER PRACTICE,Atorvastatin,444
KINGFISHER SURGERY,Atorvastatin,260
KINGS COLLEGE HEALTH CENTRE,Sertraline hydrochloride,198
KINGS CORNER SURGERY,Atorvastatin,354
KINGS CROSS SURGERY,Atorvastatin,209
KINGS EDGE MEDICAL CENTRE,Atorvastatin,205
KINGS HEAD MEDICAL PRACTICE,Atorvastatin,223
KINGS LANE MEDICAL PRACTICE,Atorvastatin,402
KINGS LANGLEY SURGERY,Atorvastatin,805
KINGS MEDICAL CENTRE,Atorvastatin,1219
KINGS NORTON SURGERY,Atorvastatin,600
KINGS PARK SURGERY,Atorvastatin,248
KINGS ROAD MEDICAL CENTRE,Atorvastatin,494
KINGS ROAD SURGERY,Atorvastatin,392
KINGSBRIDGE MEDICAL CENTRE,Atorvastatin,1021
KINGSBURY COURT SURGERY,Atorvastatin,557
KINGSBURY HEALTH AND WELLBEING,Atorvastatin,420
KINGSBURY ROAD MEDICAL CENTRE,Atorvastatin,276
KINGSFIELD MEDICAL CENTRE,Atorvastatin,560
KINGSFOLD MEDICAL CENTRE,Atorvastatin,601
KINGSHOLM SURGERY,Atorvastatin,380
KINGSHURST MEDICAL PRACTICE,Atorvastatin,617
KINGSKERSWELL & IPPLEPEN MED PRACTICE,Omeprazole,876
KINGSMEAD HEALTHCARE,Atorvastatin,570
KINGSNORTH MEDICAL PRACTICE,Atorvastatin,604
KINGSTANDING CIRCLE SURGERY,Atorvastatin,555
KINGSTEIGNTON MEDICAL PRACTICE,Omeprazole,701
KINGSTHORPE MEDICAL CTR.,Atorvastatin,717
KINGSTON ADULT ADHD SERVICE,Methylphenidate hydrochloride,41
KINGSTON DEMENTIA SUPPORT SERVICE,Memantine hydrochloride,1
KINGSTON HEALTH (HULL),Atorvastatin,1043
KINGSTON HEALTH CENTRE,Levothyroxine sodium,453
KINGSTON MEDICAL GROUP,Atorvastatin,1698
KINGSTON PRIMARY CARE EXTENDED SERVICE,Amoxicillin,289
KINGSWAY HEALTH CENTRE,Atorvastatin,664
KINGSWAY MEDICAL CENTRE,Atorvastatin,910
KINGSWAY MEDICAL PRACTICE,Atorvastatin,828
KINGSWAY SURGERY,Atorvastatin,3077
KINGSWELL SURGERY  PMS PRACTICE,Atorvastatin,407
KINGSWINFORD MEDICAL PRACTICE,Atorvastatin,789
KINGSWOOD HEALTH CENTRE,Atorvastatin,755
KINGSWOOD SURGERY,Atorvastatin,3654
KINGTHORNE GROUP PRACTICE,Atorvastatin,1002
KINGTON MEDICAL PRACTICE,Atorvastatin,830
KINSON ROAD MEDICAL CENTRE,Omeprazole,816
KINTBURY & WOOLTON HILL SURGERY,Atorvastatin,773
KIPPAX HALL SURGERY,Atorvastatin,652
KIRBY ROAD SURGERY,Atorvastatin,424
KIRKBURTON HEALTH CENTRE,Atorvastatin,696
KIRKBY COMMUNITY PRIMARY CARE CENTRE (3),Atorvastatin,523
KIRKBY HEALTH CENTRE,Atorvastatin,576
KIRKBYMOORSIDE SURGERY,Atorvastatin,630
KIRKDALE MEDICAL CENTRE,Atorvastatin,241
KIRKGATE SURGERY,Atorvastatin,239
KIRKHAM HEALTH CENTRE,Atorvastatin,1071
KIRKHOLT MEDICAL PRACTICE,Atorvastatin,294
KIRKLANDS SURGERY,Atorvastatin,672
KIRKLEY MILL HEALTH CENTRE,Atorvastatin,730
KIRKOSWALD SURGERY,Atorvastatin,401
KIRKSTALL LANE MEDICAL CENTRE,Sertraline hydrochloride,269
KIRKWOOD HOSPICE,Morphine sulfate,2
KIRPAL MEDICAL PRACTICE,Atorvastatin,443
KIRTON MEDICAL CENTRE,Atorvastatin,570
KIVETON PARK MEDICAL PRACTICE,Lansoprazole,1167
KIYANI MEDICAL PRACTICE,Atorvastatin,317
KNEBWORTH & MARYMEAD PRACTICE,Atorvastatin,1166
KNIGHTS HILL SURGERY SUITE 1,Atorvastatin,598
KNIGHTS SURGERY,Atorvastatin,167
KNIGHTSBRIDGE MEDICAL CENTRE,Atorvastatin,443
KNIGHTWICK SURGERY,Atorvastatin,445
KNOCKIN MEDICAL CENTRE,Atorvastatin,493
KNOLL MEDICAL PRACTICE,Atorvastatin,601
KNOWLE GREEN MEDICAL,Atorvastatin,277
KNOWLE HOUSE SURGERY,Omeprazole,893
KNOWSLEY ADHD SERVICE,Desogestrel,1
KNOWSLEY ASSESSMENT & HTT,Quetiapine,33
KNOWSLEY COMMUNITY PALLIATIVE CARE TEAM,Morphine sulfate,6
KNOWSLEY COPD SERVICE,Prednisolone,128
KNOWSLEY INTEGRATED RECOVERY SERV (CRI),Methadone hydrochloride,547
KNOWSLEY LLAMS MEMORY SERVICE,Quetiapine,6
KNOWSLEY MEDICAL CENTRE,Atorvastatin,351
KNOWSLEY RECOVERY TEAM,Diazepam,14
KNOWSLEY WIC,Phenoxymethylpenicillin (Penicillin V),115
KNUTSFORD MEDICAL PARTNERSHIP,Atorvastatin,2369
KS MEDICAL CENTRE,Atorvastatin,1146
KUCCHAI,Atorvastatin,639
KUMAR FAMILY PRACTICE,Omeprazole,335
KUMAR MEDICAL CENTRE,Atorvastatin,472
LABURNUM HEALTH CENTRE,Atorvastatin,754
LACHE HEALTH CENTRE,Lansoprazole,521
LADY MARGARET ROAD MEDICAL CENTRE,Atorvastatin,570
LADYBARN GROUP PRACTICE,Atorvastatin,939
LADYGATE LANE MEDICAL PRACTICE,Atorvastatin,161
LAINDON MEDICAL GROUP,Atorvastatin,947
LAKE ROAD PRACTICE,Omeprazole,1379
LAKENHAM SURGERY,Lansoprazole,588
LAKENHEATH SURGERY,Atorvastatin,435
LAKESIDE,Atorvastatin,383
LAKESIDE HEALTHCARE,Atorvastatin,4053
LAKESIDE HEALTHCARE ST NEOTS,Atorvastatin,2034
LAKESIDE HEALTHCARE STAMFORD,Atorvastatin,2898
LAKESIDE MEDICAL,Atorvastatin,875
LAKESIDE SURGERY,Atorvastatin,249
LAMBERHURST,Omeprazole,187
LAMBERT MEDICAL CENTRE,Atorvastatin,848
LAMBETH HEALTHCARE PRACTICE,Skin Fillers And Protectives,388
LAMBETH WALK GROUP PRACTICE,Atorvastatin,616
LAMBGATES HEALTH CENTRE,Atorvastatin,418
LAMBOURN SURGERY,Atorvastatin,734
LAMBTON ROAD MEDICAL PRACTICE,Atorvastatin,850
LANCASTER GATE MEDICAL CENTRE,Atorvastatin,198
LANCASTER HOUSE CONTINENCE,Adhesive Removers (Sprays/Liquids/Wipes),355
LANCASTER MEDICAL PRACTICE,Atorvastatin,3750
LANCE LANE MEDICAL CENTRE,Atorvastatin,552
LANCELOT MEDICAL CENTRE,Atorvastatin,347
LANCHESTER MEDICAL CENTRE,Atorvastatin,675
LANDER MEDICAL PRACTICE,Omeprazole,1234
LANE END MEDICAL GROUP,Atorvastatin,825
LANE END SURGERY,Atorvastatin,765
LANE ENDS SURGERY,Atorvastatin,562
LANFRANC MEDICAL CENTRE,Atorvastatin,469
LANGBANK MEDICAL CENTRE,Atorvastatin,447
LANGHAM PLACE SURGERY,Atorvastatin,849
LANGLEY,Atorvastatin,394
LANGLEY CORNER SURGERY,Atorvastatin,647
LANGLEY HEALTH CENTRE,Atorvastatin,1796
LANGLEY HOUSE SURGERY,Atorvastatin,1359
LANGLEY MEDICAL PRACTICE,Atorvastatin,424
LANGPORT SURGERY,Atorvastatin,1486
LANGSTONE WAY SURGERY,Atorvastatin,433
LANGTHORNE SHARMA FAMILY PRACTICE,Atorvastatin,211
LANGTHWAITE SURGERY,Atorvastatin,471
LANGWORTHY MEDICAL PRACTICE,Atorvastatin,1069
LANSDOWNE SURGERY,Atorvastatin,585
LANTERN SURGERY,Atorvastatin,395
LAPAL MEDICAL PRACTICE,Atorvastatin,409
LAPWORTH SURGERY,Levothyroxine sodium,233
LARKSFIELD SURGERY MEDICAL PARTNERSHIP,Atorvastatin,853
LARKSHALL MEDICAL CENTRE,Atorvastatin,203
LARKSIDE PRACTICE,Atorvastatin,452
LARWOOD SURGERY,Atorvastatin,3258
LAS S.E. LONDON IUC CAS,Amoxicillin,283
LATCHFORD MEDICAL CENTRE,Omeprazole,507
LATHAM HOUSE MEDICAL PRACTICE,Atorvastatin,2119
LATHOM HOUSE SURGERY,Atorvastatin,342
LATHOM ROAD MEDICAL CENTRE,Atorvastatin,1003
LATIMER HEALTH CENTRE,Atorvastatin,576
LATYMER ROAD SURGERY,Atorvastatin,387
LAUNCESTON CLOSE SURGERY,Omeprazole,425
LAUNCESTON MEDICAL CENTRE,Atorvastatin,1993
LAURBEL SURGERY,Atorvastatin,557
LAUREL BANK SURGERY,Atorvastatin,1079
LAUREL HOUSE SURGERY,Atorvastatin,1265
LAURIE PIKE HEALTH CENTRE,Atorvastatin,869
LAVANT ROAD SURGERY,Atorvastatin,1034
LAVENDER HILL GROUP PRACTICE,Atorvastatin,458
LAWFORD SURGERY,Levothyroxine sodium,481
LAWNS PRACTICE,Atorvastatin,683
LAWRENCE HILL HEALTH CENTRE,Atorvastatin,442
LAWRENCE HOUSE SURGERY,Atorvastatin,1305
LAWSON ROAD SURGERY,Lansoprazole,648
LAWTON HOUSE SURGERY,Atorvastatin,975
LAYTON MEDICAL CENTRE,Atorvastatin,762
LCD WAKEFIELD WIC,Flucloxacillin sodium,192
LCFT NMPS,Lymphoedema Garments,101
LCFT NON-MEDICAL PRESCRIBERS,Wound Management & Other Dressings,95
LCH CITY-WIDE SERVICES,Wound Management & Other Dressings,49
LCH NEIGHBOURHOOD TEAMS,Wound Management & Other Dressings,35
LCH POLICE CUSTODY SUITES SERVICES,Carbamazepine,3
LCHS NMP,Prednisolone,19
LCW CLCCG OOH,Amoxicillin,348
LCW EALING CCG OOH,Nitrofurantoin,3
LCW HAM+FUL CCG OOH,Amoxicillin,50
LCW HOUNSLOW CCG OOH,Beclometasone dipropionate,1
LCW WLCCG OOH,Amoxicillin,72
LCWUCC - IUC NCL,Amoxicillin,152
LD CONSULTANT PSYCHIATRY,Melatonin,6
LD PSYCHIATRY SERVICE,Melatonin,10
LD SERVICE,Brivaracetam,1
LEA ROAD MEDICAL PRACTICE,Atorvastatin,647
LEA VALE MEDICAL PRACTICE,Atorvastatin,1273
LEACH HEATH MEDICAL CENTRE,Atorvastatin,562
LEACROFT MEDICAL PRACTICE,Atorvastatin,971
LEADGATE SURGERY,Atorvastatin,1270
LEANDER ROAD SURGERY,Atorvastatin,482
LEAP VALLEY MEDICAL CENTRE,Atorvastatin,502
LEARNING ASSESSMENT & NEUROCARE BURY,Lisdexamfetamine dimesylate,64
LEARNING ASSESSMENT AND NEUROCARE CENTRE,Methylphenidate hydrochloride,30
LEARNING DIS,Pregabalin,1
LEARNING DISABILITIES,Methylphenidate hydrochloride,24
LEARNING DISABILITIES SERVICE,Melatonin,45
LEARNING DISABILITY SOUTH-CERU,Atomoxetine hydrochloride,2
LEASOWE MEDICAL PRACTICE,Omeprazole,301
LEATSIDE HEALTH CENTRE,Omeprazole,2150
LEATSIDE SURGERY,Omeprazole,588
LEDBURY HEALTH PARTNERSHIP,Atorvastatin,942
LEE HOUSE SURGERY,Atorvastatin,462
LEE ROAD SURGERY,Atorvastatin,282
LEEDS CITY MEDICAL PRACTICE,Atorvastatin,1057
LEEDS COMMUNITY CARDIAC SERVICE,Skin Fillers And Protectives,35
LEEDS EATING DISORDER SERVICE,Sertraline hydrochloride,3
LEEDS INTEGRATED SEXUAL HEALTH SERVICE,Estradiol with progestogen,4
LEEDS NEWMEDICA OPTHALMOLOGY,Eye Products,50
LEEDS SPECIALIST CHILDREN'S SERVICE,Melatonin,24
LEEDS STUDENT MEDICAL PRACTICE,Sertraline hydrochloride,557
LEEDS VPS,Mirtazapine,2
LEEK HEALTH CENTRE,Atorvastatin,518
LEEN VIEW SURGERY,Atorvastatin,897
LEES MEDICAL PRACTICE,Atorvastatin,313
LEESBROOK SURGERY,Atorvastatin,852
LEICESTER CITY ASSIST PRACTICE,Colecalciferol,138
LEICESTER CITY HEALTHCARE HUBS OOH,Amoxicillin,110
LEICESTER CITY PRIMARY CARE HUB,Amoxicillin,206
LEICESTER TCE HEALTHCARE CTR,Atorvastatin,1545
LEICS & RUTLAND OOH SERVICE,Morphine sulfate,43
LEICS.PART.TRUST COMMUNITY PRESCRIBERS,Methylphenidate hydrochloride,150
LEIGH FAMILY PRACTICE,Omeprazole,660
LEIGH INFIRMARY SURGICAL,Dexamethasone,1
LEIGH NHS WIC,Flucloxacillin sodium,242
LEIGH SPORTS VILLAGE,Omeprazole,194
LEIGH VIEW MEDICAL PRACTICE,Lansoprazole,960
LEIGHTON ROAD SURGERY,Atorvastatin,1747
LEISTON SURGERY,Atorvastatin,1097
LEITH HILL PRACTICE,Levothyroxine sodium,912
LEN VALLEY PRACTICE,Atorvastatin,1063
LENSFIELD MEDICAL PRACTICE,Atorvastatin,397
LEODIS COMMUNITY DERMATOLOGY CLINIC,Isotretinoin,179
LEPTON AND KIRKHEATON SURGERIES,Atorvastatin,672
LEVEN & BEEFORD MEDICAL PRACTICE,Atorvastatin,1067
LEVENSHULME MEDICAL PRACTICE,Atorvastatin,785
LEVER CHAMBERS 2,Omeprazole,337
LEW GP EXTENDED ACCESS SERVICE,Amoxicillin,241
LEWES URGENT TREATMENT CENTRE,Flucloxacillin sodium,15
LEWISHAM DAT,Methadone hydrochloride,523
LEWISHAM MEDICAL CENTRE,Atorvastatin,410
LEY HILL SURGERY,Atorvastatin,98
LEYBURN MEDICAL PRACTICE,Atorvastatin,1047
LEYLAND SURGERY,Atorvastatin,347
LEYLANDS LANE MEDICAL PRACTICE,Atorvastatin,1419
LEYTON HEALTHCARE 4TH FLOOR,Atorvastatin,596
LGI GPS IN A+E,Flucloxacillin sodium,45
LIBERTY BRIDGE ROAD PRACTICE,Atorvastatin,457
LIBRARY HOUSE SURGERY,Lansoprazole,1492
LICHFIELD AND BURNTWOOD NETWORK,Lamotrigine,10
LICHFIELD GROVE SURGERY,Atorvastatin,277
LICHFIELD ST SURGERY,Atorvastatin,487
LIFEBOAT QUAY MEDICAL CENTRE,Atorvastatin,475
LIGHTWATER SURGERY,Omeprazole,476
LILFORD & PENNINGTON PARK SURGERY,Omeprazole,447
LIMBRICK WOOD SURGERY,Omeprazole,186
LIME GROVE MEDICAL CENTRE,Atorvastatin,603
LIME SQUARE MEDICAL CENTRE,Atorvastatin,629
LIME TREE SURGERY,Atorvastatin,3187
LIMEFIELD ROAD MEDICAL PRACTICE,Atorvastatin,119
LIMEFIELD SURGERY,Atorvastatin,229
LIMELIGHT HEALTH AND WELLBEING HUB,Atorvastatin,1188
LIMES MEDICAL CENTRE,Atorvastatin,807
LINCOLN ADDACTION,Methadone hydrochloride,1266
LINCOLN GREEN MEDICAL CENTRE,Atorvastatin,463
LINCOLN HOUSE SURGERY,Atorvastatin,1243
LINCOLN UTC,Flucloxacillin sodium,111
LINCOLNSHIRE ADHD SERVICE,Lisdexamfetamine dimesylate,135
LINCS COMMUNITY EMERG MED SERVICE,Amoxicillin,1
LINDEN AVENUE MEDICAL CENTRE,Atorvastatin,2009
LINDEN HALL SURGERY,Omeprazole,650
LINDEN MEDICAL CENTRE,Atorvastatin,579
LINDEN ROAD SURGERY,Atorvastatin,444
LINDFIELD MEDICAL CENTRE,Levothyroxine sodium,559
LINDLEY HOUSE HEALTH CENTRE,Atorvastatin,235
LINDSEY LODGE HOSPICE,Lymphoedema Garments,11
LINDUM MEDICAL PRACTICE,Atorvastatin,1009
LING HOUSE MEDICAL CENTRE,Atorvastatin,1527
LINGFIELD SURGERY,Levothyroxine sodium,500
LINGHOLME HEALTH CENTRE,Atorvastatin,277
LINGWELL CROFT SURGERY,Atorvastatin,1534
LINKS MEDICAL PRACTICE,Atorvastatin,980
LINKS ROAD SURGERY,Atorvastatin,391
LINKWAY MEDICAL PRACTICE,Atorvastatin,1791
LINTHORPE SURGERY,Lansoprazole,1778
LION HEALTH,Atorvastatin,1443
LIPHOOK AND LISS SURGERY,Salbutamol,3
LIQUORPOND SURGERY,Atorvastatin,840
LISCARD GROUP PRACTICE,Omeprazole,408
LISSON GROVE HEALTH CENTRE,Atorvastatin,682
LISSON GROVE MEDICAL CTR.,Atorvastatin,735
LISTER HOUSE CHELLASTON,Atorvastatin,545
LISTER HOUSE PARTNERSHIP,Atorvastatin,833
LISTER HOUSE SURGERY,Atorvastatin,2375
LISTER LANE SURGERY,Atorvastatin,860
LISTER MEDICAL CENTRE,Atorvastatin,1399
LITCHAM HEALTH CENTRE,Levothyroxine sodium,787
LITCHDON MEDICAL CENTRE,Atorvastatin,1483
LITHERLAND PRACTICE,Atorvastatin,273
LITHERLAND PRIMARY CARE WALK-IN SERVICE,Flucloxacillin sodium,154
LITTLE BUSHEY SURGERY,Atorvastatin,453
LITTLE CHALFONT SURGERY,Omeprazole,174
LITTLE COMMON SURGERY,Atorvastatin,1648
LITTLE HARWOOD HEALTH CENTRE,Atorvastatin,710
LITTLE HORTON LANE MEDICAL CENTRE - RAJA,Atorvastatin,383
LITTLE LEVER HEALTH CENTRE 1,Atorvastatin,282
LITTLE LEVER HEALTH CENTRE 2,Omeprazole,233
LITTLE LONDON SURGERY,Atorvastatin,704
LITTLE PARK SURGERY,Atorvastatin,526
LITTLE ST JOHN STREET SURGERY,Atorvastatin,756
LITTLE VENICE MEDICAL CENTRE,Atorvastatin,318
LITTLE WALTHAM & GT NOTLEY SURGERY,Atorvastatin,1850
LITTLE WOODHOUSE HALL,Fluoxetine hydrochloride,1
LITTLEBOROUGH GROUP PRACTICE,Atorvastatin,548
LITTLEBURY MEDICAL CENTRE,Atorvastatin,1061
LITTLEDOWN SURGERY,Atorvastatin,296
LITTLEFIELD SURGERY,Omeprazole,297
LITTLETON SURGERY,Atorvastatin,197
LITTLETOWN FAMILY MED PRACT,Atorvastatin,454
LITTLEWICK MEDICAL CENTRE,Atorvastatin,1179
LIVERPOOL & KNOWSLEY NHS OOH,Amoxicillin,12
LIVERPOOL COMMUNITY RESPIRATORY TEAM,Enteral nutrition,5
LIVERPOOL HOUSE SURGERY,Omeprazole,508
LIVERPOOL RD MEDICAL PRACTICE,Atorvastatin,590
LIVERSEDGE MEDICAL CENTRE,Atorvastatin,439
LIVEWELL S/W,Methylphenidate hydrochloride,73
LIVI SERVICE MANCHESTER CCG,Omeprazole,4
LIVING CARE GASTROENTEROLOGY SERVICE,Linaclotide,1
LIVING WELL PARTNERSHIP,Omeprazole,1808
LIVINGCARE HEALTH SERVICES ENT,Ciprofloxain/dexameth,16
LL MEDICAL CARE LTD,Atorvastatin,458
LLR DIGITAL CONSULTATION SERVICE,Midazolam hydrochloride,5
LLR PCL CENTRE,Buprenorphine hydrochloride,1
LLR SAS PROVIDER,Sertraline hydrochloride,19
LMH - INTENSIVE HOME TREATMENT TEAM,Diazepam,14
LOCAL PRIMARY CARE EAST/WEST SPOKE,Amoxicillin,19
LOCAL PRIMARY CARE GP FEDERATION,Hydrocortisone,2
LOCAL PRIMARY CARE NORTH LOCALITY SPOKE,Amoxicillin,133
LOCALA BRADFORD SEXUAL HEALTH SERVICE,Aciclovir,6
LOCALA KIRKLEES SEXUAL HEALTH SERVICE,Desogestrel,20
LOCALA STOCKPORT & TAMESIDE SEXUAL HLTH,Aciclovir,8
LOCALITY PRESCRIBING SERVICE,Methadone hydrochloride,11
LOCKFIELD SURGERY,Atorvastatin,967
LOCKING HILL SURGERY,Atorvastatin,10
LOCKSIDE MEDICAL CENTRE,Atorvastatin,641
LOCKSTOWN PRACTICE,Atorvastatin,579
LOCKSWOOD SURGERY,Omeprazole,728
LOCKWOOD GP SURGERY,Omeprazole,810
LOCKWOOD SURGERY,Lansoprazole,395
LODDON VALE PRACTICE,Atorvastatin,656
LODGE ROAD SURGERY,Atorvastatin,463
LODGE SURGERY,Atorvastatin,586
"LODGE,HIGHFIELD & REDBOURN",Atorvastatin,1171
LOFTHOUSE SURGERY,Lansoprazole,800
LOMBARD MEDICAL CENTRE,Atorvastatin,1706
LONDON AMBULANCE SERV NHS111 IUC CAS OOH,Amoxicillin,340
LONDON FIELDS MEDICAL CENTRE,Atorvastatin,466
LONDON LANE CLINIC,Atorvastatin,656
LONDON ROAD HEALTH CENTRE,Atorvastatin,916
LONDON ROAD MEDICAL CENTRE,Atorvastatin,425
LONDON ROAD MEDICAL PRACTICE,Atorvastatin,481
LONDON ROAD SURGERY,Atorvastatin,783
LONDON SHA PHP,Sertraline hydrochloride,4
LONDON STREET SURGERY,Atorvastatin,285
LONG BARN LANE SURGERY,Atorvastatin,605
LONG CATLIS ROAD SURGERY,Atorvastatin,602
LONG CLAWSON MEDICAL PRACTICE,Atorvastatin,734
LONG EATON ON DAY SERVICE,Phenoxymethylpenicillin (Penicillin V),124
LONG FURLONG MEDICAL CENTRE,Atorvastatin,523
LONG LANE,Atorvastatin,760
LONG STRATTON MEDICAL PARTNERSHIP,Atorvastatin,823
LONG SUTTON MEDICAL CTR.,Atorvastatin,2462
LONGCROFT CLINIC,Atorvastatin,917
LONGFIELD MEDICAL CENTRE,Atorvastatin,1772
LONGFIELD MEDICAL PRACTICE,Atorvastatin,245
LONGFORD PRIMARY CARE CENTRE,Atorvastatin,718
LONGFORD STREET MEDICAL CENTRE,Omeprazole,499
LONGLANDS CHILD DEVELOPMENT CENTRE,Melatonin,1
LONGLEVENS SURGERY,Atorvastatin,467
LONGRIGG MEDICAL CENTRE,Atorvastatin,1482
LONGROVE SURGERY,Atorvastatin,857
