Substancia,Valor_Medio_bruto,Valor_Medio_liquido,Maior_valor,Menor_valor
Oxytetracycline,11.25,10.56,129.13,0.33
Paliperidone,465.33,438.75,6610.82,6.61
Pancreatin,109.8,102.79,2114.25,0.23
Pantoprazole,8.35,7.94,378.91,0.04
Paracetamol,37.78,35.66,2972.41,0.05
Paracetamol and caffeine,38.88,36.42,314.34,6.4
Paracetamol and ibuprofen,12.52,11.75,22.64,2.43
Paracetamol combined preparations,21.6,20.27,102.24,1.64
Paraffin hard,3.93,3.68,3.69,3.68
Paraffin soft white,5.65,5.31,98.81,0.34
Paraffin soft yellow,104.63,97.9,1495.31,0.13
Paraldehyde,53.9,50.72,363.79,10.83
Parecoxib sodium,129.73,121.39,278.43,23.31
Paricalcitol,114.08,106.76,259.86,18.67
Paroxetine hydrochloride,6.37,6.12,270.5,0.09
Patiromer calcium,221.84,207.57,645.52,37.77
Peak Flow Meters,13.07,12.25,276.38,0.36
Peginterferon alpha,76.51,71.59,71.59,71.59
Pelvic Toning Devices,17.4,16.29,70.22,14.03
Penciclovir,5.55,5.2,6.94,3.47
Penicillamine,266.15,249.05,1510.13,11.26
Pentazocine hydrochloride,148.14,138.62,639.91,19.0
Pentosan polysulfate sodium,590.71,552.66,1262.96,262.05
Pentoxifylline,19.93,18.77,108.91,0.92
Peppermint oil,19.76,18.6,250.57,0.19
Perampanel,212.18,198.59,1571.65,4.79
Pericyazine,89.66,84.17,1316.82,0.94
Perindopril arginine,15.12,14.16,249.09,4.14
Perindopril arginine with diuretic,22.52,21.09,409.81,8.9
Perindopril erbumine,9.83,9.54,657.45,0.04
Perindopril tosilate,4.19,4.03,4.03,4.03
Perindopril with calcium channel blocker,1.01,0.96,0.96,0.96
Permethrin,30.28,28.35,956.64,5.34
Perphenazine,255.54,239.08,600.88,49.52
Pethidine hydrochloride,145.87,136.59,1123.5,0.48
Phased formulations of ethinylestradiol,5.76,5.44,43.11,0.76
Phenazone/lidocaine,13.61,12.92,75.21,8.34
Phenelzine sulfate,1033.29,966.83,5073.18,42.39
Phenindione,2807.89,2626.81,6146.23,614.63
Phenobarbital,25.43,23.83,2792.94,0.07
Phenobarbital sodium,228.86,214.12,1385.71,15.54
Phenol,9.42,8.84,43.99,1.19
Phenoxybenzamine hydrochloride,543.41,508.44,2417.53,112.93
Phenoxymethylpenicillin (Penicillin V),11.51,10.95,592.27,0.15
Phentolamine/aviptadil,70.46,65.94,266.65,9.0
Phenylbutazone,125.0,117.03,168.61,42.21
Phenylephrine hydrochloride,17.04,15.97,33.33,0.66
Phenytoin,14.27,13.4,480.16,0.18
Phenytoin sodium,18.23,17.16,216.22,0.22
Pholcodine,2.14,2.06,25.45,0.57
Phosphates,6.23,5.86,13.46,2.36
Phosphates (Rectal),151.51,141.76,3225.02,1.65
Physical Debridement Device,110.3,103.2,12506.36,3.19
Phytomenadione,69.17,64.95,2207.82,0.31
Pilocarpine hydrochloride,49.1,45.98,377.44,2.35
Pilocarpine nitrate,57.49,53.81,210.06,11.67
Pimecrolimus,38.29,35.84,497.45,18.42
Pimozide,21.76,20.51,440.1,2.75
Pindolol,4.51,4.33,4.33,4.33
Pioglitazone hydrochloride,8.79,8.31,216.71,0.11
Piperacillin sodium/tazobactam sodium,1625.4,1520.6,1520.6,1520.6
Piracetam,34.41,32.31,230.1,1.82
Pirenzepine,217.18,203.37,821.1,3.37
Piroxicam,12.5,11.74,307.99,1.32
Pitolisant hydrochloride,721.27,688.91,1315.54,290.02
Pivmecillinam hydrochloride,22.94,21.59,482.72,0.51
Pizotifen malate,7.3,6.89,1372.7,0.1
Pneumococcal,162.37,151.91,1870.25,15.72
Podophyllotoxin,20.95,19.61,100.09,13.56
Polymyxins,3.26,3.06,3.06,3.06
Posaconazole,2539.92,2376.21,4467.66,1270.58
Potassium bicarbonate,199.39,186.54,603.55,85.76
Potassium chloride,21.7,20.45,3816.84,0.33
Potassium citrate,16.74,15.69,1645.66,0.52
Potassium permanganate,26.23,24.57,175.63,3.06
Povidone iodine,27.2,25.46,44.92,2.99
Pramipexole,35.36,33.17,1982.29,0.16
Prasterone,39.47,36.94,1796.18,4.37
Prasugrel,30.05,28.17,378.81,1.25
Pravastatin sodium,8.62,8.21,751.84,0.15
Praziquantel,255.2,238.77,795.82,15.83
Prazosin hydrochloride,10.84,10.27,558.62,0.36
Prednisolone,8.3,7.97,1747.63,0.03
Prednisolone acetate,4.23,3.97,41.11,1.7
Prednisolone sodium metasulphobenzoate,412.76,386.15,1533.94,191.73
Prednisolone sodium phosphate,127.15,118.98,2833.57,0.68
Pregabalin,11.04,10.59,3272.61,0.03
Pressure Offloading Device,56.44,52.81,1777.34,12.15
Pressure Plates/Shields,25.66,24.01,70.24,1.96
Pridinol mesilate,17.68,16.61,120.49,1.87
Prilocaine hydrochloride,2.22,2.07,9.47,0.03
Primidone,116.24,108.89,1050.62,0.98
Pristinamycin,559.65,523.56,523.56,523.56
Probenecid,331.29,310.04,813.9,114.06
Prochlorperazine maleate,8.93,8.46,295.55,0.13
Prochlorperazine mesilate,5.26,4.95,41.21,0.49
Procyclidine hydrochloride,9.36,9.0,1487.9,0.16
Progesterone,42.09,39.48,1296.09,0.27
Proguanil hydrochloride,11.95,11.19,11.19,11.19
Proguanil hydrochloride with atovaquone,77.6,72.67,305.07,7.92
Promazine hydrochloride,166.01,155.47,4864.72,1.02
Promethazine hydrochloride,60.46,56.86,3081.71,0.23
Promethazine teoclate,6.02,5.73,70.57,0.32
Propafenone hydrochloride,10.71,10.11,68.32,0.95
Propamidine isetionate,3.65,3.43,13.16,2.63
Propantheline bromide,27.42,25.75,651.64,2.41
Propiverine hydrochloride,68.29,63.96,561.95,2.22
Propranolol hydrochloride,17.46,16.47,745.67,0.07
Propylthiouracil,13.47,12.67,264.41,0.25
Prosthetic Adhesives,9.7,9.08,15.57,4.07
Proxymetacaine hydrochloride,20.38,19.09,68.04,11.35
Prucalopride,112.67,105.46,779.71,2.69
Pseudoephedrine hydrochloride,9.35,8.83,101.89,0.46
Pulsed Electromagnetic Stimulator,23.52,22.01,52.21,13.06
Pyrazinamide,94.14,88.11,149.93,15.1
Pyridostigmine bromide,89.05,83.33,1391.4,3.79
Pyridoxine hydrochloride,69.76,65.33,1781.21,0.09
Pyrimethamine,15.74,14.9,24.34,4.98
Quetiapine,17.92,17.03,1555.85,0.04
Quinagolide hydrochloride,306.55,286.83,2046.32,54.92
Quinapril hydrochloride,21.73,20.39,121.15,4.14
Quinapril hydrochloride with diuretic,27.85,26.06,43.98,11.0
Quinidine sulfate,409.79,383.41,815.81,72.67
Quinine bisulfate,56.77,53.22,1299.56,1.24
Quinine sulfate,12.13,11.58,219.91,0.14
Rabeprazole sodium,20.5,19.23,679.72,0.22
Rabies,80.69,75.51,291.05,32.33
Rabies immunoglobulin,1000.0,935.5,935.5,935.5
Raloxifene hydrochloride,7.52,7.08,42.71,0.36
Raltegravir,231.78,217.0,441.02,7.47
Ramipril,26.7,25.43,1381.84,0.04
Ramipril with calcium channel blocker,31.06,29.08,120.74,3.77
Ranitidine hydrochloride,35.14,33.07,1590.37,0.12
Ranolazine,114.33,107.13,1714.96,0.77
Rasagiline mesilate,10.36,9.77,264.66,0.27
Reboxetine,24.87,23.39,106.61,1.0
Repaglinide,11.92,11.29,178.59,0.38
Ribavirin,246.65,230.75,230.75,230.75
Ribociclib,46.83,43.92,43.92,43.92
Riboflavin,171.6,161.86,1841.52,1.42
Rifabutin,151.64,141.94,947.3,56.36
Rifampicin,77.1,72.25,861.41,0.8
Rifampicin combined preparations,49.99,46.84,283.17,5.91
Rifaximin,407.62,381.47,4122.86,1.68
Rilpivirine,6.68,6.36,6.36,6.36
Riluzole,43.19,40.5,561.34,0.38
Risedronate sodium,11.41,10.74,413.67,0.63
Risperidone,13.09,12.48,1936.82,0.08
Ritonavir,19.44,18.2,18.2,18.2
Rivaroxaban,445.81,417.36,26929.07,1.68
Rivastigmine,49.18,46.08,875.44,0.25
Rizatriptan,34.08,31.9,600.44,1.32
Roflumilast,47.69,44.7,176.44,8.34
Ropinirole hydrochloride,38.0,35.63,733.16,0.36
Rosuvastatin calcium,9.87,9.37,351.94,0.05
Rotavirus,34.76,32.53,32.53,32.53
Rotigotine,186.39,174.39,1387.55,5.12
Rufinamide,177.87,166.48,886.03,2.04
Rupatadine fumarate,123.52,115.58,370.24,12.27
Rutosides,30.14,28.31,177.35,2.23
Ruxolitinib,1428.0,1335.9,1335.9,1335.9
Sacrosidase,6008.4,5620.86,5620.86,5620.86
Sacubitril/valsartan,221.1,206.93,6253.66,1.65
Safinamide,100.65,94.25,451.93,2.26
Salbutamol,45.84,43.08,2423.7,0.14
Salicylic acid,5.64,5.32,1403.28,1.41
Salmeterol,67.9,63.54,1232.33,18.66
Saxagliptin,93.42,87.5,1892.5,1.17
Saxagliptin/dapagliflozin,134.58,125.97,3339.05,46.36
Saxagliptin/metformin,67.78,63.48,473.09,7.5
Secobarbital sodium,282.99,265.84,1214.59,56.81
Secukinumab,2843.82,2660.4,3420.51,1140.18
Selegiline hydrochloride,12.01,11.37,46.4,1.2
Selenium,71.03,71.92,477.1,14.57
Selenium sulfide,3.78,3.55,18.1,1.51
Semaglutide,297.61,278.47,11239.94,2.56
Senna,15.57,15.07,652.86,0.05
Sertraline hydrochloride,32.26,30.78,2455.12,0.04
Sevelamer,45.78,42.98,625.07,0.27
Shingles (H/Z),339.46,317.57,7855.04,93.51
Sildenafil (Erectile Dysfunction),10.07,9.5,643.63,0.31
Sildenafil(Vasodilator Antihypertensive),346.07,323.8,1559.04,37.22
Silk Garments,76.59,71.67,1467.34,6.99
Silver nitrate,8.47,7.95,80.85,0.53
Silver sulfadiazine,8.48,7.95,97.28,3.6
Simeticone,8.99,8.44,95.93,0.81
Simple,2.42,2.3,42.41,0.15
Simvastatin,24.16,23.17,1406.82,0.03
Simvastatin and ezetimibe,65.1,60.94,291.78,4.57
Siponimod,24.46,22.99,22.99,22.99
Sirolimus,166.99,156.28,647.31,30.24
Sitagliptin,247.18,231.5,11265.75,1.23
"Skin Adhesive, Sterile",12.36,11.57,51.46,5.15
"Skin Closure Strips, Sterile",5.23,4.9,220.14,0.09
Skin Fillers And Protectives,34.34,32.28,6358.18,0.03
Skin Protectors,102.4,95.82,2830.53,1.19
Sodium aurothiomalate,13.48,12.72,12.72,12.72
Sodium benzoate,943.99,885.88,7706.64,0.02
Sodium bicarbonate,23.27,21.9,8486.86,0.18
Sodium chloride,43.06,40.35,9893.86,0.08
Sodium citrate,7.47,7.01,44.55,1.63
Sodium citrate (Rectal),10.0,9.41,207.71,0.36
Sodium clodronate,186.5,174.53,821.95,32.82
Sodium cromoglicate,46.32,43.41,2375.98,1.3
Sodium dihydrogen phosphate dihydrate,126.76,118.6,513.94,34.6
Sodium feredetate,26.5,24.85,433.94,0.14
Sodium fluoride,10.82,10.14,629.09,0.45
Sodium fusidate,8.5,7.97,308.67,2.51
Sodium hypochlorite,3.66,3.44,8.52,1.52
Sodium lactate,94.64,88.65,88.65,88.65
Sodium oxybate,1168.89,1100.89,4714.93,336.78
Sodium phenylbutyrate,5176.39,4869.17,8609.39,1844.81
Sodium picosulfate,21.7,20.37,537.6,0.22
Sodium polystyrene sulfonate,243.33,227.65,1214.08,75.89
Sodium tetradecyl sulphate,6.73,6.41,6.41,6.41
Sodium valproate,25.75,24.2,1968.35,0.28
Sodium zirconium cyclosilicate,226.81,212.23,1089.89,29.2
Solifenacin,25.72,24.36,727.48,0.13
Solifenacin/tamsulosin,49.97,46.83,361.86,6.02
Soluble insulin (Neutral insulin),54.8,51.28,663.26,3.39
Somatropin,647.02,605.31,4139.53,13.14
Sotalol hydrochloride,5.71,5.39,83.42,0.15
Spironolactone,11.95,11.42,1753.7,0.05
Spironolactone with loop diuretics,13.68,12.87,53.37,3.73
Squill,3.28,3.08,5.28,2.64
Ster larvae,337.12,315.39,662.89,220.87
Sterculia,11.36,10.65,63.26,0.13
Sterile water,46.43,43.45,216.69,1.82
Stiripentol,784.78,751.02,3689.63,124.09
Stockinette,22.77,21.31,3737.14,0.38
Stoma Caps/Dressings,79.76,74.7,610.69,35.9
Strontium ranelate,217.96,203.92,560.99,105.52
Sucralfate,373.26,349.68,2308.98,3.57
Sucroferric oxyhydroxide,247.18,231.31,669.84,52.21
Sulfadiazine,783.54,733.06,1180.31,140.62
Sulfasalazine,110.63,103.6,9259.64,0.42
Sulfinpyrazone,10.53,9.96,25.45,3.64
Sulfur,46.61,43.61,72.8,36.31
Sulindac,41.88,39.21,107.5,9.07
Sulpiride,37.43,35.18,1226.41,0.27
Sultiame,667.54,624.62,2227.81,255.45
Sumatriptan succinate,41.27,38.66,3337.17,0.19
Surgical Adhesive Tape,6.6,6.18,572.08,0.19
Surgical Sutures,7.91,7.4,275.24,0.97
Suspensory Systems,57.1,53.49,588.53,2.81
Swabs,6.48,6.08,329.31,0.01
Tacalcitol,31.4,29.39,173.29,11.91
Tacrolimus,90.32,84.51,3002.84,14.28
Tadalafil,11.15,10.46,608.0,0.26
Tadalafil (Vasodilator Antihypertensive),526.31,492.42,919.08,65.76
Tafluprost,22.8,21.34,228.51,3.92
Tafluprost and timolol,28.66,26.83,217.23,4.63
Tamoxifen citrate,19.18,18.09,782.31,0.22
Tamsulosin and dutasteride hydrochloride,17.55,16.52,296.54,0.71
Tamsulosin hydrochloride,24.37,23.74,1410.57,0.04
Tapentadol hydrochloride,71.92,67.33,745.8,0.42
Tapentadol phosphate,31.76,29.72,39.63,19.8
Tars,21.99,20.59,621.4,2.58
Taurine,88.01,83.56,497.34,4.97
Tazarotene,28.18,26.37,26.37,26.37
Teicoplanin,80.81,75.63,410.92,3.7
Telmisartan,5.2,4.91,212.58,0.16
Telmisartan with diuretic,31.34,29.35,206.67,2.39
Temazepam,12.53,11.88,1200.53,0.25
Tenofovir disoproxil,42.87,40.16,159.39,1.0
Tenoxicam,14.7,13.81,23.55,11.72
Terazosin hydrochloride,10.21,9.59,128.77,0.75
Terbinafine hydrochloride,8.03,7.54,305.73,0.2
Terbutaline sulphate,29.47,27.6,644.48,2.04
Teriparatide,600.08,561.39,1526.08,219.85
Testosterone,54.36,50.89,1571.91,0.95
Testosterone enantate,107.36,100.49,1313.15,27.35
Testosterone esters,7.28,6.82,165.1,2.29
Testosterone propionate,176.28,164.92,248.15,60.82
Testosterone undecanoate,181.24,169.57,1711.58,22.51
Tetanus immunoglobulin,333.33,311.83,467.75,233.87
Tetrabenazine,80.9,75.84,504.89,1.01
Tetracaine,7.63,7.15,208.15,1.01
Tetracaine hydrochloride,8.82,8.27,19.79,0.5
Tetracosactide,45.6,42.67,71.1,35.55
Tetracycline,23.07,21.61,226.35,3.26
Thalidomide (Immunomodulating),596.96,558.47,558.47,558.47
Theophylline,8.83,8.37,714.36,0.16
Thiamine hydrochloride,11.5,11.35,935.51,0.05
Thioridazine,499.88,467.65,1331.24,144.52
Tiagabine,126.86,118.82,1650.1,1.09
Tiaprofenic acid,20.1,18.83,55.97,1.86
Tibolone,17.99,16.86,320.8,0.54
Ticagrelor,201.04,188.18,4342.67,1.03
Tick-borne encephalitis vaccine,28.0,26.21,26.21,26.21
Ticlopidine hydrochloride,420.0,392.92,392.92,392.92
Timolol,14.43,13.52,792.07,2.34
Timolol and bimatoprost,61.97,58.01,1126.87,2.91
Timolol and brimonidine,25.27,23.66,147.7,8.53
Timolol and travoprost,28.91,27.07,783.04,5.65
Timolol with diuretic,166.41,155.92,551.34,59.01
Timothy grass pollen allergen extract,118.39,110.78,374.82,35.09
Tinidazole,2.76,2.69,2.69,2.69
Tinzaparin sodium,212.39,198.75,1881.26,2.79
Tioconazole,42.29,39.58,215.14,25.61
Tioguanine,53.44,50.05,71.43,28.68
Tiopronin,10783.0,10087.48,10866.75,9308.21
Tiotropium bromide,147.97,138.48,7292.77,10.45
Tiotropium bromide/olodaterol,111.29,104.14,3102.44,30.4
Tirbanibulin,87.05,81.45,441.65,11.04
Titanium dioxide,98.21,91.89,886.7,20.64
Tizanidine hydrochloride,20.3,19.14,262.5,0.16
Tobramycin,914.41,855.45,3349.11,54.5
Tocofersolan,1072.82,1013.12,4592.84,51.04
Tocopheryl acetate,172.51,161.41,3832.2,6.96
Tolbutamide,157.18,147.11,724.15,8.73
Tolcapone,101.06,94.65,199.61,49.98
Tolfenamic acid,50.77,47.52,283.96,11.94
Tolnaftate,5.46,5.12,13.31,3.04
Tolterodine,27.17,25.53,1037.04,0.14
Tolvaptan,1446.27,1353.09,3521.2,167.78
Topiramate,18.47,17.41,3651.82,0.13
Torasemide,12.32,11.59,235.25,0.51
Toremifene citrate,90.47,84.67,244.84,27.2
Tracheostomy & Laryngectomy Appliances,100.6,94.11,2180.93,0.08
Tramadol hydrochloride,16.13,15.3,847.44,0.03
Trandolapril,15.49,14.53,253.79,0.49
Tranexamic acid,17.84,16.79,868.33,0.21
Tranylcypromine sulfate,1877.89,1756.82,5860.19,228.01
Travoprost,11.08,10.39,225.5,1.6
Trazodone hydrochloride,9.92,9.51,2395.09,0.07
Tretinoin,321.0,300.31,425.53,142.97
Triamcinolone acetonide,14.28,13.39,1806.48,0.83
Triamcinolone hexacetonide,46.59,43.61,157.16,11.23
Triamterene,60.05,56.24,73.28,39.21
Triamterene with loop diuretics,3.29,3.19,8.13,1.02
Triamterene with thiazides,213.65,199.88,942.99,117.87
Trientine dihydrochloride,6150.26,5765.57,8630.34,2936.79
Trifluoperazine,95.07,89.01,1285.47,1.24
Trihexyphenidyl hydrochloride,45.62,42.85,1853.22,0.05
Trimetazidine hydrochloride,182.09,171.36,739.81,30.27
Trimethoprim,9.83,9.28,499.8,0.11
Trimipramine maleate,562.61,526.37,3054.4,3.62
Triptorelin,549.01,513.68,11812.53,193.65
Triptorelin acetate,138.53,129.62,1678.31,64.55
Triptorelin embonate,700.96,655.77,10844.31,387.3
Tropicamide,16.31,15.28,143.19,0.53
Trospium chloride,34.35,32.25,1035.6,0.22
Trusses,35.4,33.13,92.79,23.19
Tryptophan,193.03,180.72,668.06,6.66
Tubing & Accessories,62.63,58.59,1108.66,11.53
Tubing And Accessories,24.15,22.62,1638.51,0.65
Two Piece Ostomy Systems,111.26,104.1,2203.45,3.28
Typhoid,87.66,82.01,2484.76,10.44
Ulipristal acetate (Emergency Contraceptive),19.3,18.07,499.93,13.14
Umeclidinium bromide,158.87,148.68,5019.02,25.73
Umeclidinium bromide/vilanterol,294.51,275.61,8911.7,30.4
Undecenoates,3.27,3.08,20.82,1.88
Upadacitinib,4833.36,4521.62,4521.62,4521.62
Urea,26.62,24.92,571.97,0.19
Urea hydrogen peroxide,5.19,4.87,51.09,1.64
Urinal Systems,53.22,50.03,1169.38,1.65
Urine testing reagents,6.23,5.85,146.63,2.1
Urostomy Bags,207.43,194.07,5435.45,5.48
Ursodeoxycholic acid,43.96,41.23,437.93,0.27
Ustekinumab (Psoriasis),4723.4,4418.74,8034.08,2008.53
Vacuum Pumps for Erectile Dysfunction,122.42,114.54,1073.03,18.93
Vaginal Dilators,33.98,31.8,172.52,15.42
Vaginal Moisturisers,14.42,13.51,362.05,0.8
Vaginal PH Correction Products,11.16,10.46,78.61,0.81
Valaciclovir,88.44,82.82,1076.95,6.87
Valganciclovir hydrochloride,772.37,723.01,1922.29,16.13
Valproic acid,26.78,25.24,724.66,0.29
Valsartan,18.01,16.9,468.21,0.29
Valsartan with diuretic,33.39,31.27,319.45,0.77
Valsartan/amlodipine,47.28,44.25,301.1,2.77
Vancomycin hydrochloride,224.03,209.67,1479.05,17.82
Vardenafil,11.05,10.36,272.83,0.53
Varenicline tartrate,43.31,40.54,204.34,10.15
Varicella vaccine live,49.36,46.2,153.37,25.55
Vehicles,7.67,7.19,7.19,7.19
Venlafaxine,19.34,18.26,2327.97,0.07
Venous Ulcer Compression System,55.8,52.21,2471.48,11.31
Verapamil hydrochloride,13.62,12.8,2674.91,0.11
Vericiguat,22.89,21.41,21.41,21.41
Vigabatrin,73.33,68.7,1264.5,0.52
Vildagliptin,52.44,49.15,561.8,2.34
Vitamin A,7.88,7.51,63.04,0.21
Vitamin B and C injection,19.62,18.6,135.42,1.18
Vitamin B compound,11.79,11.25,511.26,0.04
Vitamin E,22.06,20.87,837.28,0.13
Vitamins caps,1.31,1.59,32.89,0.04
Voriconazole,1211.27,1136.08,2371.2,151.18
Vortioxetine,54.04,50.66,1193.44,0.93
Warfarin sodium,7.86,7.46,1022.03,0.03
Water for injection,17.79,16.72,809.07,0.28
Wool alcohols,8.1,7.6,74.79,0.02
Wool fat,6.59,6.17,9.37,3.74
Wool fat hydrous,18.47,17.29,17.29,17.29
Wound Management & Other Dressings,54.91,51.38,18113.11,0.06
Xipamide,6.62,6.34,36.43,0.24
Xylometazoline hydrochloride,4.17,3.92,46.61,2.04
Xylometazoline hydrochloride/ipratropium bromide,6.16,5.78,9.36,4.67
Yellow fever,47.66,44.6,74.32,37.16
Yohimbine hydrochloride,1047.92,980.34,980.34,980.34
Zafirlukast,160.0,149.69,383.57,32.29
Zanamivir,16.36,15.32,15.32,15.32
Zinc acetate,122.71,126.29,566.79,13.94
Zinc oxide,6.42,6.03,336.64,0.14
Zinc sulfate,13.67,12.9,169.37,1.31
Zinc sulfate monohydrate,17.13,16.14,132.72,5.53
Ziprasidone hydrochloride,293.4,274.49,274.49,274.49
Zoledronic acid,217.15,203.15,249.53,162.91
Zolmitriptan,24.4,22.85,1502.43,0.35
Zolpidem tartrate,3.08,3.04,72.28,0.06
Zonisamide,95.22,89.16,17820.83,0.57
Zopiclone,3.78,3.95,311.84,0.03
Zuclopenthixol acetate,45.19,42.32,108.83,4.53
Zuclopenthixol decanoate,25.96,24.37,347.88,2.95
Zuclopenthixol hydrochloride,19.39,18.17,249.23,2.94
