Prescriber,Substancia,Quantidade
LAVENDER HILL GROUP PRACTICE,Atorvastatin,611
LAWFORD SURGERY,Levothyroxine sodium,456
LAWNS PRACTICE,Atorvastatin,808
LAWRENCE HILL HEALTH CENTRE,Omeprazole,415
LAWRENCE HOUSE SURGERY,Atorvastatin,1182
LAWSON ROAD SURGERY,Lansoprazole,667
LAWTON HOUSE SURGERY,Atorvastatin,976
LAYTON MEDICAL CENTRE,Omeprazole,766
LCD WAKEFIELD WIC,Flucloxacillin sodium,228
LCFT NMPS,Lymphoedema Garments,108
LCFT NON-MEDICAL PRESCRIBERS,Wound Management & Other Dressings,140
LCH CITY-WIDE SERVICES,Wound Management & Other Dressings,32
LCH NEIGHBOURHOOD TEAMS,Skin Fillers And Protectives,35
LCH POLICE CUSTODY SUITES SERVICES,Buprenorphine hydrochloride,4
LCHS NMP,Morphine sulfate,28
LCW CLCCG OOH,Amoxicillin,350
LCW EALING CCG OOH,Trimethoprim,3
LCW HAM+FUL CCG OOH,Amoxicillin,83
LCW HOUNSLOW CCG OOH,Cinnarizine,2
LCW WLCCG OOH,Amoxicillin,103
LCWUCC - IUC NCL,Amoxicillin,185
LD CONSULTANT PSYCHIATRY,Melatonin,1
LD PSYCHIATRY SERVICE,Melatonin,14
LD SERVICE,Brivaracetam,1
LEA ROAD MEDICAL PRACTICE,Atorvastatin,571
LEA VALE MEDICAL PRACTICE,Atorvastatin,1183
LEACH HEATH MEDICAL CENTRE,Atorvastatin,611
LEACROFT MEDICAL PRACTICE,Atorvastatin,956
LEADGATE SURGERY,Atorvastatin,1380
LEANDER ROAD SURGERY,Atorvastatin,508
LEAP VALLEY MEDICAL CENTRE,Atorvastatin,460
LEARNING ASSESSMENT & NEUROCARE BURY,Methylphenidate hydrochloride,46
LEARNING ASSESSMENT AND NEUROCARE CENTRE,Methylphenidate hydrochloride,23
LEARNING DIS,Olanzapine,2
LEARNING DISABILITIES,Methylphenidate hydrochloride,20
LEARNING DISABILITIES SERVICE,Melatonin,49
LEARNING DISABILITY SOUTH-CERU,Atomoxetine hydrochloride,2
LEASOWE MEDICAL PRACTICE,Omeprazole,336
LEATSIDE HEALTH CENTRE,Omeprazole,1609
LEATSIDE SURGERY,Atorvastatin,616
LEDBURY HEALTH PARTNERSHIP,Atorvastatin,918
LEE HOUSE SURGERY,Atorvastatin,429
LEE ROAD SURGERY,Levothyroxine sodium,268
LEEDS CIRCUMCISION SERVICE,Gabapentin,3
LEEDS CITY MEDICAL PRACTICE,Atorvastatin,1262
LEEDS COMMUNITY CARDIAC SERVICE,Skin Fillers And Protectives,38
LEEDS EATING DISORDER SERVICE,Sertraline hydrochloride,7
LEEDS INTEGRATED SEXUAL HEALTH SERVICE,Combined ethinylestradiol 20mcg,5
LEEDS NEWMEDICA OPTHALMOLOGY,Eye Products,24
LEEDS SPECIALIST CHILDREN'S SERVICE,Melatonin,26
LEEDS STUDENT MEDICAL PRACTICE,Sertraline hydrochloride,625
LEEK HEALTH CENTRE,Atorvastatin,540
LEEN VIEW SURGERY,Atorvastatin,902
LEES MEDICAL PRACTICE,Atorvastatin,324
LEESBROOK SURGERY,Atorvastatin,846
LEICESTER CITY ASSIST PRACTICE,Colecalciferol,155
LEICESTER CITY HEALTHCARE HUBS OOH,Amoxicillin,123
LEICESTER CITY PRIMARY CARE HUB,Amoxicillin,238
LEICESTER TCE HEALTHCARE CTR,Atorvastatin,1555
LEICS & RUTLAND OOH SERVICE,Amoxicillin,45
LEICS.PART.TRUST COMMUNITY PRESCRIBERS,Methylphenidate hydrochloride,207
LEIGH FAMILY PRACTICE,Omeprazole,660
LEIGH INFIRMARY SURGICAL,Carbimazole,1
LEIGH NHS WIC,Flucloxacillin sodium,247
LEIGH SPORTS VILLAGE,Omeprazole,209
LEIGH VIEW MEDICAL PRACTICE,Lansoprazole,1039
LEIGHTON ROAD SURGERY,Atorvastatin,1835
LEISTON SURGERY,Atorvastatin,1065
LEITH HILL PRACTICE,Levothyroxine sodium,871
LEN VALLEY PRACTICE,Atorvastatin,1206
LENSFIELD MEDICAL PRACTICE,Atorvastatin,384
LEODIS COMMUNITY DERMATOLOGY CLINIC,Isotretinoin,215
LEPTON AND KIRKHEATON SURGERIES,Atorvastatin,643
LEVEN & BEEFORD MEDICAL PRACTICE,Atorvastatin,1126
LEVENSHULME MEDICAL PRACTICE,Atorvastatin,835
LEVER CHAMBERS 2,Influenza,373
LEW GP EXTENDED ACCESS SERVICE,Amoxicillin,201
LEWES URGENT TREATMENT CENTRE,Phenoxymethylpenicillin (Penicillin V),15
LEWISHAM DAT,Methadone hydrochloride,547
LEWISHAM MEDICAL CENTRE,Atorvastatin,382
LEY HILL SURGERY,Atorvastatin,120
LEYBURN MEDICAL PRACTICE,Atorvastatin,819
LEYLAND SURGERY,Atorvastatin,353
LEYLANDS LANE MEDICAL PRACTICE,Atorvastatin,1402
LEYTON HEALTHCARE 4TH FLOOR,Atorvastatin,523
LGI GPS IN A+E,Amoxicillin,43
LHMC CLINIC,Tacrolimus,1
LIBERTY BRIDGE ROAD PRACTICE,Atorvastatin,439
LIBRARY HOUSE SURGERY,Lansoprazole,1560
LICHFIELD FRAILTY CLINIC,Aciclovir,1
LICHFIELD GROVE SURGERY,Colecalciferol,256
LICHFIELD ST SURGERY,Atorvastatin,526
LIFEBOAT QUAY MEDICAL CENTRE,Atorvastatin,486
LIGHTWATER SURGERY,Omeprazole,531
LILFORD & PENNINGTON PARK SURGERY,Atorvastatin,461
LIMBRICK WOOD SURGERY,Omeprazole,183
LIME GROVE MEDICAL CENTRE,Atorvastatin,572
LIME SQUARE MEDICAL CENTRE,Atorvastatin,613
LIME TREE SURGERY,Atorvastatin,3045
LIMEFIELD ROAD MEDICAL PRACTICE,Atorvastatin,100
LIMEFIELD SURGERY,Atorvastatin,231
LIMELIGHT HEALTH AND WELLBEING HUB,Atorvastatin,1242
LIMES MEDICAL CENTRE,Atorvastatin,794
LINCOLN ADDACTION,Methadone hydrochloride,1371
LINCOLN GREEN MEDICAL CENTRE,Atorvastatin,460
LINCOLN HOUSE SURGERY,Atorvastatin,1336
LINCOLN UTC,Flucloxacillin sodium,93
LINCOLNSHIRE ADHD SERVICE,Lisdexamfetamine dimesylate,183
LINCS COMMUNITY EMERG MED SERVICE,Morphine sulfate,6
LINDEN AVENUE MEDICAL CENTRE,Atorvastatin,1953
LINDEN HALL SURGERY,Omeprazole,599
LINDEN MEDICAL CENTRE,Atorvastatin,509
LINDEN ROAD SURGERY,Atorvastatin,488
LINDFIELD MEDICAL CENTRE,Levothyroxine sodium,557
LINDLEY HOUSE HEALTH CENTRE,Atorvastatin,213
LINDSEY LODGE HOSPICE,Lymphoedema Garments,17
LINDUM MEDICAL PRACTICE,Atorvastatin,1011
LING HOUSE MEDICAL CENTRE,Atorvastatin,1676
LINGFIELD SURGERY,Levothyroxine sodium,469
LINGHOLME HEALTH CENTRE,Atorvastatin,288
LINGWELL CROFT SURGERY,Atorvastatin,1448
LINKS MEDICAL PRACTICE,Atorvastatin,952
LINKS ROAD SURGERY,Atorvastatin,336
LINKWAY MEDICAL PRACTICE,Atorvastatin,1572
LINTHORPE SURGERY,Lansoprazole,1847
LION HEALTH,Atorvastatin,1369
LIPHOOK AND LISS SURGERY,Amoxicillin,4
LIQUORPOND SURGERY,Atorvastatin,891
LISCARD GROUP PRACTICE,Omeprazole,384
LISSON GROVE HEALTH CENTRE,Atorvastatin,665
LISSON GROVE MEDICAL CTR.,Omeprazole,748
LISTER HOUSE CHELLASTON,Atorvastatin,524
LISTER HOUSE PARTNERSHIP,Atorvastatin,792
LISTER HOUSE SURGERY,Atorvastatin,2347
LISTER LANE SURGERY,Atorvastatin,847
LISTER MEDICAL CENTRE,Atorvastatin,1432
LITCHAM HEALTH CENTRE,Levothyroxine sodium,748
LITCHDON MEDICAL CENTRE,Atorvastatin,1517
LITHERLAND PRACTICE,Atorvastatin,293
LITHERLAND PRIMARY CARE WALK-IN SERVICE,Amoxicillin,141
LITTLE BUSHEY SURGERY,Atorvastatin,472
LITTLE CHALFONT SURGERY,Amlodipine,191
LITTLE COMMON SURGERY,Atorvastatin,1630
LITTLE HARWOOD HEALTH CENTRE,Atorvastatin,701
LITTLE HORTON LANE MEDICAL CENTRE - RAJA,Atorvastatin,400
LITTLE LEVER HEALTH CENTRE 1,Atorvastatin,284
LITTLE LEVER HEALTH CENTRE 2,Omeprazole,239
LITTLE LONDON SURGERY,Atorvastatin,704
LITTLE PARK SURGERY,Atorvastatin,532
LITTLE ST JOHN STREET SURGERY,Atorvastatin,717
LITTLE VENICE MEDICAL CENTRE,Atorvastatin,330
LITTLE WALTHAM & GT NOTLEY SURGERY,Atorvastatin,1801
LITTLE WOODHOUSE HALL,Fluoxetine hydrochloride,1
LITTLEBOROUGH GROUP PRACTICE,Atorvastatin,552
LITTLEBURY MEDICAL CENTRE,Atorvastatin,1145
LITTLEDOWN SURGERY,Omeprazole,274
LITTLEFIELD SURGERY,Omeprazole,292
LITTLETON SURGERY,Atorvastatin,187
LITTLETOWN FAMILY MED PRACT,Atorvastatin,521
LITTLEWICK MEDICAL CENTRE,Atorvastatin,1176
LIVERPOOL & KNOWSLEY NHS OOH,Amoxicillin,12
LIVERPOOL ANTICOAGULATION SERVICE,Warfarin sodium,3
LIVERPOOL COMMUNITY RESPIRATORY TEAM,Salbutamol,4
LIVERPOOL HOUSE SURGERY,Omeprazole,484
LIVERPOOL RD MEDICAL PRACTICE,Atorvastatin,570
LIVERSEDGE MEDICAL CENTRE,Atorvastatin,519
LIVEWELL S/W,Methylphenidate hydrochloride,75
LIVING CARE GASTROENTEROLOGY SERVICE,Mesalazine (Systemic),1
LIVING WELL PARTNERSHIP,Omeprazole,1808
LIVINGCARE HEALTH SERVICES ENT,Fluticasone furoate,21
LL MEDICAL CARE LTD,Atorvastatin,566
LLR DIGITAL CONSULTATION SERVICE,Co-amoxiclav (Amoxicillin/clavulanic acid),1
LLR SAS PROVIDER,Sertraline hydrochloride,22
LMH - INTENSIVE HOME TREATMENT TEAM,Quetiapine,20
LOCAL PRIMARY CARE EAST/WEST SPOKE,Naproxen,2
LOCAL PRIMARY CARE GP FEDERATION,Fusidic acid,1
LOCAL PRIMARY CARE NORTH LOCALITY SPOKE,Amoxicillin,162
LOCALA BRADFORD SEXUAL HEALTH SERVICE,Aciclovir,15
LOCALA KIRKLEES SEXUAL HEALTH SERVICE,Desogestrel,9
LOCALA STOCKPORT & TAMESIDE SEXUAL HLTH,Aciclovir,15
LOCALITY PRESCRIBING SERVICE,Methadone hydrochloride,13
LOCKFIELD SURGERY,Atorvastatin,981
LOCKING HILL SURGERY,Atorvastatin,738
LOCKSIDE MEDICAL CENTRE,Atorvastatin,642
LOCKSTOWN PRACTICE,Atorvastatin,578
LOCKSWOOD SURGERY,Omeprazole,674
LOCKWOOD GP SURGERY,Omeprazole,639
LOCKWOOD SURGERY,Lansoprazole,410
LODDON VALE PRACTICE,Atorvastatin,634
LODGE ROAD SURGERY,Atorvastatin,487
LODGE SURGERY,Atorvastatin,543
"LODGE,HIGHFIELD & REDBOURN",Atorvastatin,1129
LOFTHOUSE SURGERY,Lansoprazole,794
LOMBARD MEDICAL CENTRE,Atorvastatin,1678
LONDON AMBULANCE SERV NHS111 IUC CAS OOH,Amoxicillin,349
LONDON FIELDS MEDICAL CENTRE,Atorvastatin,531
LONDON LANE CLINIC,Atorvastatin,625
LONDON ROAD HEALTH CENTRE,Atorvastatin,1002
LONDON ROAD MEDICAL CENTRE,Atorvastatin,453
LONDON ROAD MEDICAL PRACTICE,Atorvastatin,474
LONDON ROAD SURGERY,Atorvastatin,807
LONDON SHA PHP,Sertraline hydrochloride,6
LONDON STREET SURGERY,Atorvastatin,292
LONG BARN LANE SURGERY,Atorvastatin,555
LONG CATLIS ROAD SURGERY,Atorvastatin,578
LONG CLAWSON MEDICAL PRACTICE,Atorvastatin,688
LONG EATON ON DAY SERVICE,Phenoxymethylpenicillin (Penicillin V),121
LONG FURLONG MEDICAL CENTRE,Atorvastatin,473
LONG LANE,Atorvastatin,739
LONG STRATTON MEDICAL PARTNERSHIP,Atorvastatin,907
LONG SUTTON MEDICAL CTR.,Atorvastatin,2227
LONGCROFT CLINIC,Atorvastatin,893
LONGFIELD MEDICAL CENTRE,Atorvastatin,1809
LONGFIELD MEDICAL PRACTICE,Atorvastatin,273
LONGFORD PRIMARY CARE CENTRE,Atorvastatin,798
LONGFORD STREET MEDICAL CENTRE,Omeprazole,531
LONGLANDS CHILD DEVELOPMENT CENTRE,Melatonin,4
LONGLEVENS SURGERY,Atorvastatin,494
LONGRIGG MEDICAL CENTRE,Atorvastatin,1419
LONGROVE SURGERY,Atorvastatin,950
LONGROYDE SURGERY,Atorvastatin,185
LONGSHOOT MEDICAL PRACTICE,Omeprazole,637
LONGSHORE SURGERIES,Atorvastatin,756
LONGSIGHT MEDICAL PRACTICE,Atorvastatin,1265
LONGTON HALL SURGERY,Atorvastatin,880
LONGTON HEALTH CENTRE,Atorvastatin,787
LONGTON MEDICAL CENTRE,Atorvastatin,407
LONGTOWN MEDICAL CENTRE,Atorvastatin,433
LONGVIEW MEDICAL CENTRE,Atorvastatin,413
LONSDALE MEDICAL CENTRE,Levothyroxine sodium,350
LOOMER ROAD SURGERY,Atorvastatin,1233
LORDSHILL HEALTH CENTRE,Atorvastatin,712
LORDSWOOD HOUSE GROUP MEDICAL PRACTICE,Atorvastatin,1229
LOROS,Fluconazole,3
LOSTOCK HALL MEDICAL CTR.,Atorvastatin,477
LOSTOCK MEDICAL CENTRE,Atorvastatin,903
LOSTWITHIEL SURGERY,Omeprazole,538
LOUGHBOROUGH URGENT CARE CENTRE,Flucloxacillin sodium,212
LOUGHTON HEALTH CENTRE,Atorvastatin,676
LOUTH UTC,Prednisolone,30
LOVEMEAD GROUP PRACTICE,Atorvastatin,1443
LOW MOOR SURGERY,Atorvastatin,1202
LOWER CLAPTON GROUP PRACTICE,Atorvastatin,1356
LOWER FARM HEALTH CENTRE,Atorvastatin,158
LOWER GORNAL MEDICAL PRACTICE,Atorvastatin,531
LOWER INCE SURGERY,Atorvastatin,361
LOWFIELD MEDICAL CENTRE,Atorvastatin,424
LOWMOOR ROAD SURGERY,Atorvastatin,641
LOWTHER MEDICAL CENTRE,Atorvastatin,1089
LOXWOOD SURGERY,Atorvastatin,512
LUCAS AVENUE PRACTICE,Atorvastatin,858
LUCIE WEDGWOOD HEALTH CTR,Atorvastatin,735
LUDHAM AND STALHAM GREEN SURGERIES,Atorvastatin,684
LUDLOW - PORTCULLIS,Atorvastatin,672
LUNDWOOD MEDICAL CENTRE PMS PRACTICE,Atorvastatin,406
LUNESDALE SURGERY,Atorvastatin,806
LUNG CANCER SERVICE,Enteral nutrition,2
LUPSET HEALTH CENTRE,Atorvastatin,1925
LUSON,Atorvastatin,542
LUTHER STREET MEDICAL PRACTICE,Thiamine hydrochloride,69
LUTON APPLIANCE MANAGEMENT SERVICE,Adhesive Removers (Sprays/Liquids/Wipes),157
LUTON COMMUNITY MUSCULOSKELETAL SERVICE,Amitriptyline hydrochloride,1
LUTON DRUG SERVICE,Fludrocortisone acetate,1
LUTON EXTENDED ACCESS SERVICE,Amoxicillin,71
LUTON URGENT TREATMENT CENTRE,Amoxicillin,251
LVH PCN HUB,Atorvastatin,3
LYDDEN SURGERY,Atorvastatin,560
LYDNEY PRACTICE,Atorvastatin,858
LYME BAY MEDICAL PRACTICE,Atorvastatin,998
LYME VALLEY MEDICAL CENTRE,Atorvastatin,677
LYMPHCARE UK,Lymphoedema Garments,138
LYMPHOEDEMA COMMUNITY SERVICE,Lymphoedema Garments,292
LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Lymphoedema Garments,251
LYNDHURST ROAD MEDICAL CENTRE,Atorvastatin,872
LYNDHURST SURGERY,Omeprazole,428
LYNFIELD MOUNT HOSPITAL - FIRST RESPONSE,Promethazine hydrochloride,4
LYNGFORD PARK,Atorvastatin,518
LYNTON HEALTH CENTRE,Atorvastatin,215
LYNWOOD MEDICAL CENTRE,Atorvastatin,1186
LYTHAM ROAD SURGERY,Atorvastatin,621
M&A AHVS (PICS),Flucloxacillin sodium,4
MABLETHORPE GP EXTENDED ACCESS HUB,Co-codamol (Codeine phosphate/paracetamol),7
MABLETHORPE SEXUAL HEALTH,Desogestrel,3
MACKLIN STREET SURGERY,Atorvastatin,746
MACMILLAN PALLIATIVE CARE SERVICE,Midazolam hydrochloride,4
"MACMILLAN ST HELENS SP, PALLIATIVE CARE",Cyclizine lactate,6
MADEIRA MEDICAL,Atorvastatin,310
MADELEY PRACTICE,Atorvastatin,850
MAGDALEN MEDICAL PRACTICE,Atorvastatin,988
MAGHULL FAMILY SURGERY,Atorvastatin,402
MAGHULL PRACTICE,Atorvastatin,305
MAGNOLIA HOUSE SURGERY,Atorvastatin,318
MAIDA VALE MEDICAL CENTRE,Atorvastatin,352
MAIDSTONE RD CHATHAM SURGERY,Atorvastatin,221
MAIDSTONE RD RAINHAM SURGERY,Atorvastatin,398
MAJOR OAK MEDICAL PRACTICE,Atorvastatin,815
MALLARD MEDICAL PRACTICE,Atorvastatin,458
MALLING HEALTH FOUR,Omeprazole,453
MALMESBURY MEDICAL PARTNERSHIP,Atorvastatin,1139
MALTHOUSE MEADOWS SURGERY,Atorvastatin,378
MALTHOUSE SURGERY,Atorvastatin,1146
MALTINGS SURGERY,Atorvastatin,683
MALV OA CMHT,Quetiapine,1
MALVERN CMHT,Lisdexamfetamine dimesylate,5
MALVERN HEALTH CENTRE,Atorvastatin,1286
MALVERN INPATIENTS,Colecalciferol,4
MALVERN OUTPATIENTS,Flucloxacillin sodium,1
MALZEARD ROAD PRACTICE,Metformin hydrochloride,383
MANCHESTER ROAD EAST MEDICAL PRACTICE,Atorvastatin,282
MANCHESTER ROAD SURGERY,Atorvastatin,456
MANDALAY MEDICAL CENTRE,Atorvastatin,547
MANDEVILLE MEDICAL CENTRE,Atorvastatin,536
MANN COTTAGE SURGERY,Atorvastatin,780
MANOR AND PARK GROUP PRACTICE,Atorvastatin,791
MANOR BROOK PMS,Atorvastatin,800
MANOR CLINIC,Atorvastatin,643
MANOR COURT SURGERY,Omeprazole,716
MANOR DRIVE MEDICAL CENTRE,Influenza,2577
MANOR FARM MEDICAL CENTRE,Atorvastatin,1142
MANOR FIELD SURGERY,Atorvastatin,884
MANOR HEALTH CTR,Omeprazole,472
MANOR HOUSE LANE SURGERY,Atorvastatin,898
MANOR HOUSE SURGERY,Atorvastatin,1274
MANOR MEDICAL PRACTICE,Lansoprazole,1856
MANOR PARK MEDICAL CENTRE,Atorvastatin,1201
MANOR PARK SURGERY,Atorvastatin,1707
MANOR PRACTICE,Atorvastatin,640
MANOR PRIMARY CARE,Atorvastatin,434
MANOR ROAD SURGERY,Atorvastatin,1631
MANOR SURGERY,Omeprazole,769
MANOR VIEW PRACTICE,Atorvastatin,2091
MANSFIELD MEDICAL CENTRE,Atorvastatin,972
MANSION HOUSE SURGERY,Atorvastatin,2420
MANSTON SURGERY,Lansoprazole,633
MAPESBURY MEDICAL GROUP,Atorvastatin,633
MAPLE ACCESS PARTNERSHIP LLP,Atorvastatin,761
MAPLE PRACTICE,Co-codamol (Codeine phosphate/paracetamol),4
MAPLE SURGERY BAR HILL HEALTH CENTRE,Atorvastatin,305
MAPLES FAMILY MED.PRACT.,Atorvastatin,1525
MARAZION SURGERY,Atorvastatin,943
MARCHAM RD FAMILY HEALTH CENTRE,Atorvastatin,1554
MARDEN MEDICAL CENTRE,Atorvastatin,535
MARDEN MEDICAL PRACTICE,Omeprazole,527
MARIE CURIE EOL DOMICILIARY SERVICE,Morphine sulfate,16
MARIE CURIE HOSPICE,Oxycodone hydrochloride,15
"MARIE CURIE HOSPICE, LIVERPOOL",Atorvastatin,2
MARIE CURIE SOLIHULL COMMUNITY TEAM,Morphine sulfate,6
MARILLAC HOSPITAL,Gentamicin sulfate,1
MARINE AVENUE MEDICAL CTR,Lansoprazole,502
MARINE LAKE MEDICAL PRACTICE,Atorvastatin,1267
MARINE MEDICAL GROUP,Lansoprazole,1151
MARISCO MEDICAL PRACTICE,Atorvastatin,3259
MARITIME HEALTH PARTNERSHIP,Atorvastatin,1946
MARK STREET SURGERY,Atorvastatin,544
MARKET CROSS SURGERY,Atorvastatin,1668
MARKET DRAYTON MEDICAL PRACTICE,Atorvastatin,995
MARKET HARBOROUGH MED.CTR,Atorvastatin,2635
MARKET LAVINGTON SURGERY,Atorvastatin,425
MARKET OVERTON & SOMERBY SURGERIES,Atorvastatin,445
MARKET QUARTER MEDICAL PRACTICE,Atorvastatin,474
MARKET RASEN SURGERY,Atorvastatin,1159
MARKET SQUARE SURGERY,Atorvastatin,1213
MARKET STREET HEALTH GROUP,Atorvastatin,1946
MARKET STREET MEDICAL PRACTICE,Atorvastatin,526
MARKET SURGERY,Lansoprazole,2054
MARKET WEIGHTON GROUP PRACTICE,Atorvastatin,1056
MARKFIELD MEDICAL CENTRE,Lansoprazole,698
MARKS GATE HEALTH CENTRE,Atorvastatin,342
MARLBOROUGH SURGERY,Atorvastatin,1983
MARLOWE PARK MEDICAL CTR.,Atorvastatin,206
MARLOWES CENTRE,Melatonin,43
MARMOT PCN HUB,Hydrocortisone,6
MARPLE BRIDGE SURGERY,Atorvastatin,687
MARPLE COTTAGE SURGERY,Lansoprazole,882
MARPLE MEDICAL PRACTICE,Atorvastatin,458
MARSDEN RD. HEALTH CENTRE,Lansoprazole,1646
MARSH GREEN MEDICAL PRACTICE,Atorvastatin,231
MARSH HOUSE MEDICAL PRACTICE,Atorvastatin,658
MARSH MEDICAL PRACTICE,Atorvastatin,1315
MARSH SURGERY,Colecalciferol,237
MARSHALLS CROSS MEDICAL CENTRE,Atorvastatin,431
MARSHALLS ROAD SURGERY,Atorvastatin,484
MARSS NHS WIRRAL CCG,Adhesive Removers (Sprays/Liquids/Wipes),2720
MARSTON FOREST HEALTHCARE,Atorvastatin,641
MARTELLO HEALTH CENTRE,Atorvastatin,528
MARTIN HOUSE HOSPICE,Midazolam hydrochloride,3
MARTINS OAK SURGERY,Atorvastatin,682
MARTLESHAM SURGERY,Atorvastatin,441
MARTLETS HOSPICE,Oxycodone hydrochloride,25
MARTON MEDICAL PRACTICE,Omeprazole,843
MARTONSIDE MEDICAL CENTRE,Lansoprazole,913
MARUS BRIDGE PRACTICE,Omeprazole,530
MARY STEVENS DAY HOSPICE,Nystatin,2
MARYLEBONE HEALTH CENTRE,Atorvastatin,334
MARYPORT HEALTH SERVICES,Lansoprazole,1642
MARYSVILLE MEDICAL PRACT,Omeprazole,342
MASTERCALL OOH,Amoxicillin,220
MATCHING GREEN SURGERY,Atorvastatin,351
MATERNAL MENTAL HEALTH TEAM,Quetiapine,24
MATHER AVENUE SURGERY,Atorvastatin,1012
MATHUKIA'S SURGERY,Atorvastatin,610
MATRIX MEDICAL PRACTICE,Atorvastatin,632
MATTISHALL SURGERY,Atorvastatin,1057
MATTOCK LANE HEALTH CENTRE,Atorvastatin,278
MAULDETH MEDICAL CENTRE,Atorvastatin,221
MAWBEY GROUP PRACTICE,Atorvastatin,504
MAYBURY SURGERY,Levothyroxine sodium,128
MAYBUSH MEDICAL CENTRE,Atorvastatin,751
MAYDAY & THORNTON HEATH EXTENDED ACCESS,Amoxicillin,73
MAYFAIR MEDICAL CENTRE,Atorvastatin,195
MAYFIELD MEDICAL CENTRE,Atorvastatin,2945
MAYFIELD MEDICAL GROUP,Lansoprazole,935
MAYFIELD MEDICAL PRACTICE,Atorvastatin,1504
MAYFIELD SURGERY,Atorvastatin,1974
MAYFLOWER HEALTHCARE ALLIANCE,Isotretinoin,181
MAYFLOWER MEDICAL CENTRE,Atorvastatin,1901
MAYFLOWER MEDICAL GROUP,Atorvastatin,3523
MAYFORD HOUSE SURGERY,Atorvastatin,1254
MAYLANDS HEALTHCARE,Atorvastatin,1027
MAYNARD COURT SURGERY,Atorvastatin,705
MAYPOLE HEALTH SURGERY Y,Atorvastatin,311
MAYWOOD HEALTH CARE CENTRE,Omeprazole,1080
MBPRIMARYCARECOLLABORATIVEEXTACCESS,Naproxen,22
MCFT S&F NMPS,Wound Management & Other Dressings,20
MCH CHILDREN'S SERVICE,Methylphenidate hydrochloride,42
MCH PALLIATIVE CARE MEDWAY,Morphine sulfate,10
MCH PALLIATIVE CARE SWALE,Oxycodone hydrochloride,5
MCH PHYSIO SWALE,Duloxetine hydrochloride,1
MCH PRESCRIBING,Amoxicillin,435
MCKENZIE GROUP PRACTICE,Atorvastatin,540
MCKENZIE HOUSE SURGERY,Atorvastatin,2510
MD FAMILY PRACTICE,Atorvastatin,567
MEADOW VIEW,Atorvastatin,583
MEADOWBROOK SURGERY,Atorvastatin,416
MEADOWCROFT SURGERY,Atorvastatin,82
MEADOWGREEN HEALTH CENTRE,Atorvastatin,2481
MEADOWS HEALTH CENTRE (LARNER),Atorvastatin,288
MEADOWS SURGERY,Atorvastatin,472
MEADOWSIDE MEDICAL CENTRE,Atorvastatin,709
MEADOWVIEW SURGERY,Atorvastatin,418
MEANWHILE GARDEN MEDICAL CENTRE,Atorvastatin,283
MEANWOOD HEALTH CENTRE,Atorvastatin,1219
MEASHAM MEDICAL UNIT,Lansoprazole,1132
MEDEN MEDICAL SERVICES,Atorvastatin,572
MEDIC HOUSE,Atorvastatin,540
MEDICAL CENTRE,Atorvastatin,434
MEDICAL CENTRE CAMELFORD (DR GARROD),Omeprazole,372
MEDICAL CENTRE CAMELFORD (DR NASH),Atorvastatin,372
MEDICAL RESPONSE TEAM OOH,Amoxicillin,6
MEDICENTRE,Atorvastatin,440
MEDICS PCN,Amoxicillin,1
MEDICUS HEALTH PARTNERS,Atorvastatin,7521
MEDICUS SELECT CARE,Olanzapine,19
MEDICUS SELECT CARE BLMK CCG,Diazepam,21
MEDINA HEALTHCARE,Omeprazole,852
MEDINA MEDICAL CENTRE,Aspirin,1
MEDLOCK MEDICAL PRACTICE,Atorvastatin,606
MEDLOCK VALE MEDICAL PRACTICE,Atorvastatin,1016
MEDLOOP,Doxycycline hyclate,23
MEDWAY & SWALE HEALTH HUB,Naproxen,13
MEDWAY MEDICAL CENTRE,Atorvastatin,421
MEDWAY ON CALL CARE OOH,Flucloxacillin sodium,20
MEDWYN SURGERY,Atorvastatin,600
MEIR MEDICAL PRACTICE,Atorvastatin,490
MEIR PARK & WESTON COYNEY MEDICAL PRACT,Atorvastatin,806
MELBOURNE & CHELLASTON MEDICAL PRACTICE,Atorvastatin,771
MELBOURNE PARK MEDICAL CENTRE,Atorvastatin,839
MELROSE SURGERY,Atorvastatin,972
MELTHAM GROUP PRACTICE,Atorvastatin,587
MELTHAM ROAD SURGERY,Atorvastatin,911
MEMORIAL MEDICAL CENTRE,Atorvastatin,928
MENDIP COUNTRY PRACTICE,Atorvastatin,779
MENDIP VALE MEDICAL PRACTICE,Atorvastatin,4675
MENDLESHAM MEDICAL GROUP,Atorvastatin,1021
MENEAGE STREET SURGERY,Omeprazole,387
MENTAL HEALTH AND WELLBEING SERVICES,Lisdexamfetamine dimesylate,186
MENTAL HEALTH ICT,Lisdexamfetamine dimesylate,5
MEON MEDICAL CENTRE,Atorvastatin,478
MEOPHAM MEDICAL CENTRE,Atorvastatin,1037
MERCHEFORD HOUSE,Atorvastatin,620
MERCHISTON SURGERY,Atorvastatin,1378
MERE LANE GROUP PRACTICE,Atorvastatin,753
MERE SURGERY,Atorvastatin,491
MEREPARK MEDICAL CENTRE,Atorvastatin,513
MERIDIAN HEALTH GROUP,Citalopram hydrobromide,2
MERIDIAN HOUSE - AIREWHARFE CMHT,Aripiprazole,2
MERIDIAN PRACTICE,Omeprazole,94
