Substancia,Valor_Medio_bruto,Valor_Medio_liquido,Maior_valor,Menor_valor
Paroxetine hydrochloride,7.9,7.55,160.09,0.16
Patiromer calcium,228.43,213.54,967.28,37.73
Peak Flow Meters,12.28,11.5,321.35,0.37
Peginterferon alpha,306.04,286.01,286.01,286.01
Pelvic Toning Devices,15.91,14.88,28.06,14.02
Penciclovir,3.7,3.47,3.47,3.47
Penicillamine,271.73,254.0,1136.85,11.25
Pentamidine isetionate,31.77,29.8,29.8,29.8
Pentazocine hydrochloride,159.38,148.98,639.25,25.04
Pentosan polysulfate sodium,537.75,502.6,1177.63,130.95
Pentoxifylline,20.65,19.43,90.67,0.92
Peppermint oil,20.08,18.88,296.49,0.07
Perampanel,215.74,201.72,1570.05,9.46
Pericyazine,93.68,87.85,2166.67,0.62
Perindopril arginine,15.09,14.12,348.36,4.14
Perindopril arginine with diuretic,22.93,21.45,453.89,8.89
Perindopril erbumine,8.4,8.21,540.2,0.03
Perindopril tosilate/indapamide,9.51,8.9,8.9,8.9
Permethrin,30.02,28.08,827.75,5.34
Perphenazine,143.84,134.44,356.89,47.38
Pethidine hydrochloride,143.74,134.45,1308.73,0.44
Phased formulations of ethinylestradiol,5.88,5.55,35.89,0.9
Phenazone/lidocaine,14.31,13.39,83.49,8.34
Phenelzine sulfate,230.6,216.12,4912.9,9.08
Phenindione,2743.37,2563.82,6139.95,614.01
Phenobarbital,26.03,24.37,3700.81,0.14
Phenobarbital sodium,220.65,206.22,485.42,105.56
Phenol,4.98,4.67,10.16,1.19
Phenoxybenzamine hydrochloride,554.04,517.87,2415.06,56.58
Phenoxymethylpenicillin (Penicillin V),21.57,20.33,1540.51,0.21
Phenprocoumon,101.06,94.46,94.46,94.46
Phentolamine/aviptadil,69.8,65.26,266.37,8.99
Phenylbutazone,99.64,93.22,168.33,42.17
Phenylephrine hydrochloride,25.06,23.43,44.38,11.11
Phenytoin,15.17,14.24,479.67,0.54
Phenytoin sodium,18.96,17.84,337.0,0.22
Pholcodine,2.17,2.09,23.93,0.32
Phosphates,4.79,4.49,4.49,4.49
Phosphates (Rectal),144.86,135.4,2923.45,2.88
Physical Debridement Device,115.09,107.57,12748.87,3.19
Phytomenadione,72.08,67.5,717.74,0.42
Pilocarpine hydrochloride,50.32,47.07,418.56,3.32
Pilocarpine nitrate,62.79,58.71,279.79,2.44
Pimecrolimus,36.67,34.28,386.46,18.4
Pimozide,21.52,20.26,439.65,1.62
Pindolol,4.51,4.33,4.33,4.33
Pioglitazone hydrochloride,7.47,7.07,258.98,0.18
Piperacillin sodium/tazobactam sodium,580.5,542.52,1012.69,72.35
Piracetam,38.62,36.21,344.79,0.28
Pirenzepine,243.8,228.24,1225.95,3.51
Pirfenidone,1338.47,1250.97,1250.97,1250.97
Piroxicam,12.83,12.03,306.64,0.67
Pitolisant hydrochloride,569.13,544.4,1271.36,135.31
Pivmecillinam hydrochloride,24.0,22.57,525.41,0.62
Pizotifen malate,6.77,6.39,572.77,0.16
Pneumococcal,151.55,141.64,1114.72,15.7
Podophyllotoxin,20.39,19.07,133.32,13.54
Polihexanide,594.51,555.62,555.62,555.62
Posaconazole,2383.14,2227.24,5578.85,1269.29
Potassium bicarbonate,91.91,85.91,85.91,85.91
Potassium chloride,19.59,18.48,3826.96,0.13
Potassium citrate,17.03,15.93,208.34,0.8
Potassium permanganate,26.3,24.61,88.46,0.85
Povidone iodine,10.93,10.23,14.97,0.75
Pramipexole,34.74,32.56,2072.46,0.18
Prasterone,44.68,41.99,897.17,4.36
Prasugrel,32.17,30.12,298.62,0.42
Pravastatin sodium,10.38,9.84,1502.15,0.16
Praziquantel,397.27,371.28,1460.1,49.8
Prazosin hydrochloride,10.22,9.68,490.41,0.33
Prednisolone,7.58,7.28,1662.22,0.02
Prednisolone acetate,4.25,3.99,34.29,1.7
Prednisolone sodium metasulphobenzoate,398.65,372.57,2298.42,191.53
Prednisolone sodium phosphate,125.76,117.59,4210.83,0.57
Pregabalin,10.39,9.98,2470.43,0.03
Pressure Offloading Device,54.5,50.94,1395.74,12.14
Pressure Plates/Shields,31.25,29.2,213.13,7.07
Pridinol mesilate,18.68,17.53,180.12,2.62
Prilocaine hydrochloride,15.4,14.39,37.83,0.62
Primidone,116.52,109.04,1125.59,1.01
Probenecid,380.01,355.25,958.25,119.88
Procarbazine hydrochloride,20.14,18.93,18.93,18.93
Prochlorperazine maleate,7.57,7.19,354.49,0.11
Prochlorperazine mesilate,5.5,5.17,52.67,0.49
Procyclidine hydrochloride,10.16,9.75,1433.39,0.16
Progesterone,45.94,43.04,1727.4,0.27
Proguanil hydrochloride,7.75,7.33,11.74,0.57
Proguanil hydrochloride with atovaquone,66.31,62.05,415.82,5.86
Promazine hydrochloride,158.98,148.75,2475.28,1.02
Promethazine hydrochloride,65.98,61.96,3132.51,0.27
Promethazine teoclate,5.82,5.54,70.35,0.32
Propafenone hydrochloride,10.73,10.12,37.93,0.45
Propamidine isetionate,3.68,3.45,7.86,2.62
Propantheline bromide,27.61,25.91,349.11,1.33
Propiverine hydrochloride,69.26,64.81,380.17,5.82
Propranolol hydrochloride,17.0,16.04,741.15,0.03
Propylthiouracil,21.86,20.5,325.56,1.22
Prosthetic Adhesives,12.14,11.36,15.55,4.08
Proxymetacaine hydrochloride,12.21,11.42,22.67,0.57
Prucalopride,99.61,93.15,837.91,1.78
Pseudoephedrine hydrochloride,9.08,8.56,59.91,0.31
Pulsed Electromagnetic Stimulator,23.57,22.04,104.32,13.05
Pyrazinamide,116.62,109.03,149.76,37.45
Pyridostigmine bromide,91.63,85.66,2663.56,3.49
Pyridoxine hydrochloride,69.91,65.41,1182.03,0.32
Pyrimethamine,77.3,72.37,607.46,3.36
Quetiapine,18.07,17.16,2283.41,0.02
Quinagolide hydrochloride,322.31,301.26,2055.79,59.99
Quinapril hydrochloride,24.71,23.13,64.32,2.01
Quinapril hydrochloride with diuretic,23.5,21.99,21.99,21.99
Quinidine sulfate,1499.16,1401.09,2663.56,100.26
Quinine bisulfate,69.41,64.98,1368.23,0.8
Quinine sulfate,22.69,21.44,550.21,0.18
Rabeprazole sodium,25.03,23.44,744.39,0.2
Rabies,60.28,56.35,152.69,32.3
Raloxifene hydrochloride,7.52,7.07,43.03,0.24
Raltegravir,565.71,529.02,617.47,440.56
Ramipril,25.61,24.4,1718.15,0.03
Ramipril with calcium channel blocker,33.43,31.26,120.64,3.88
Ranitidine hydrochloride,10.57,9.99,175.32,0.02
Ranolazine,118.47,110.9,1831.45,0.88
Rasagiline mesilate,10.6,9.99,396.58,0.2
Reboxetine,25.21,23.7,124.25,1.29
Repaglinide,12.3,11.63,204.15,0.38
Riboflavin,185.58,174.7,1839.64,0.26
Rifabutin,82.04,76.79,168.94,56.42
Rifampicin,76.45,71.56,936.57,2.85
Rifampicin combined preparations,37.27,34.88,103.59,11.9
Rifaximin,412.98,386.07,4360.93,4.44
Rilpivirine,6.68,6.36,6.36,6.36
Riluzole,43.72,40.89,747.66,0.39
Risedronate sodium,25.35,23.78,869.01,0.63
Risperidone,15.91,15.12,3023.25,0.03
Ritonavir,0.65,0.72,0.72,0.72
Rivaroxaban,452.81,423.48,27325.57,1.68
Rivastigmine,49.6,46.43,947.42,0.24
Rizatriptan,33.56,31.39,699.72,1.05
Roflumilast,51.38,48.11,281.94,8.34
Ropinirole hydrochloride,40.8,38.22,732.41,0.27
Rosuvastatin calcium,10.51,9.96,566.53,0.04
Rotavirus,34.76,32.49,32.5,32.48
Rotigotine,187.5,175.25,1120.98,2.69
Rufinamide,187.89,175.68,885.13,1.07
Rupatadine fumarate,128.32,119.96,495.99,12.25
Rutosides,30.79,28.89,227.79,0.95
Ruxolitinib,1428.0,1334.54,1334.54,1334.54
Sacubitril/valsartan,231.26,216.21,6161.69,1.65
Safinamide,103.27,96.61,515.97,13.01
Salbutamol,45.44,42.66,2219.31,0.37
Salicylic acid,5.28,4.98,1401.85,1.6
Salmeterol,67.64,63.23,1258.43,18.64
Saxagliptin,95.31,89.18,2067.78,2.34
Saxagliptin/dapagliflozin,141.83,132.61,3196.65,23.27
Saxagliptin/metformin,63.03,58.97,413.53,7.5
Secobarbital sodium,255.97,240.95,1131.43,58.27
Selegiline hydrochloride,13.12,12.4,926.57,0.41
Selenium,76.9,75.93,454.19,2.04
Selenium sulfide,3.7,3.47,22.98,1.5
Semaglutide,304.78,284.89,12186.97,2.56
Senna,11.92,11.66,441.49,0.07
Sertraline hydrochloride,31.31,29.88,2507.65,0.03
Sevelamer,48.03,45.05,624.45,0.28
Shingles (H/Z),363.9,340.09,11863.93,93.42
Sildenafil (Erectile Dysfunction),9.65,9.1,642.98,0.19
Sildenafil(Vasodilator Antihypertensive),349.93,327.07,2094.36,18.65
Silk Garments,79.96,74.74,2931.68,6.97
Silver nitrate,9.23,8.65,115.76,0.58
Silver sulfadiazine,10.52,9.84,716.11,3.96
Simeticone,8.99,8.44,78.54,0.95
Simple,2.34,2.23,43.56,0.14
Simvastatin,23.21,22.27,936.95,0.07
Simvastatin and ezetimibe,64.29,60.12,327.89,4.57
Sirolimus,182.04,170.18,1359.31,2.8
Sitagliptin,252.43,236.18,10756.81,1.22
"Skin Adhesive, Sterile",12.54,11.73,61.51,5.02
"Skin Closure Strips, Sterile",4.99,4.67,84.86,0.09
Skin Fillers And Protectives,34.8,32.65,6713.47,0.03
Skin Protectors,102.49,95.8,3361.55,1.7
Sodium benzoate,1033.23,966.73,5338.65,117.39
Sodium bicarbonate,22.75,21.39,3633.55,0.18
Sodium chloride,41.55,38.89,6075.78,0.2
Sodium citrate,6.7,6.29,39.11,1.62
Sodium citrate (Rectal),9.89,9.3,207.49,0.36
Sodium clodronate,180.13,168.41,547.43,25.06
Sodium cromoglicate,35.64,33.36,1890.8,1.14
Sodium dihydrogen phosphate dihydrate,61.64,57.63,103.1,29.12
Sodium feredetate,26.1,24.45,391.55,0.14
Sodium fluoride,11.24,10.52,230.22,0.13
Sodium fusidate,8.63,8.09,308.36,2.5
Sodium hypochlorite,5.0,4.69,9.44,1.6
Sodium lactate,94.86,88.76,88.76,88.76
Sodium oxybate,1143.8,1072.48,2691.49,336.45
Sodium phenylbutyrate,3042.72,2863.56,4538.74,1862.93
Sodium picosulfate,27.91,26.15,708.88,0.14
Sodium polystyrene sulfonate,273.75,255.84,1212.84,75.81
Sodium valproate,26.19,24.58,3504.54,0.14
Sodium zirconium cyclosilicate,236.92,221.45,1749.49,29.17
Solifenacin,17.14,16.33,851.8,0.2
Solifenacin/tamsulosin,50.05,46.85,413.04,6.02
Soluble insulin (Neutral insulin),53.36,49.89,736.24,3.68
Somatropin,648.32,605.91,9924.67,3.38
Sotalol hydrochloride,5.63,5.31,70.31,0.14
Spironolactone,12.51,11.94,723.61,0.05
Spironolactone with loop diuretics,13.9,13.07,59.64,0.91
Squill,3.74,3.5,7.89,2.64
Ster larvae,352.0,329.0,1065.43,4.05
Sterculia,11.71,10.97,86.88,0.13
Sterile water,47.99,44.87,151.55,1.82
Stiripentol,755.56,722.25,4146.6,62.04
Stockinette,22.26,20.82,4322.9,0.38
Stoma Caps/Dressings,81.76,76.43,691.9,1.31
Strontium ranelate,226.38,211.58,560.44,35.14
Sucralfate,378.33,353.81,2297.29,33.98
Sucroferric oxyhydroxide,301.99,282.29,1003.7,52.16
Sulfadiazine,921.71,861.43,2368.81,394.81
Sulfapyridine,2148.28,2007.68,2007.68,2007.68
Sulfasalazine,109.56,102.5,6731.96,0.53
Sulfur,151.97,142.03,267.52,45.68
Sulindac,43.4,40.6,83.75,7.07
Sulpiride,37.05,34.79,1960.46,0.26
Sultiame,540.15,504.97,903.22,230.69
Sumatriptan succinate,42.07,39.37,4078.51,0.28
Surgical Adhesive Tape,6.55,6.13,612.31,0.18
Surgical Sutures,7.65,7.15,252.12,0.97
Suspensory Systems,57.62,53.87,847.82,2.8
Swabs,6.45,6.04,205.6,0.01
Tacalcitol,30.29,28.32,173.11,11.9
Tacrolimus,92.56,86.53,4799.68,14.87
Tadalafil,10.89,10.21,566.79,0.19
Tadalafil (Vasodilator Antihypertensive),526.31,491.92,918.14,65.69
Tafluprost,22.95,21.46,239.69,3.92
Tafluprost and timolol,28.92,27.04,189.89,4.51
Tamoxifen citrate,17.98,16.95,852.53,0.21
Tamsulosin and dutasteride hydrochloride,18.23,17.14,296.26,0.5
Tamsulosin hydrochloride,25.25,24.58,1321.06,0.04
Tapentadol hydrochloride,73.77,68.99,745.14,1.66
Tapentadol phosphate,40.78,38.13,118.72,4.95
Tars,22.29,20.85,962.1,2.57
Taurine,105.03,100.29,927.59,5.21
Tazarotene,29.6,27.67,27.67,27.67
Teicoplanin,53.94,50.44,246.34,3.7
Telmisartan,8.23,7.74,323.87,0.37
Telmisartan with diuretic,31.28,29.26,254.15,4.08
Temazepam,41.48,38.92,10277.01,0.57
Temozolomide,2.01,1.99,1.99,1.99
Tenofovir disoproxil,41.18,38.56,191.02,3.65
Terazosin hydrochloride,10.36,9.72,90.82,0.66
Terbinafine hydrochloride,7.78,7.3,270.22,0.19
Terbutaline sulphate,30.28,28.34,1314.26,2.04
Teriflunomide,1037.84,969.92,969.92,969.92
Teriparatide,637.31,595.61,1524.51,219.63
Testosterone,55.45,51.85,2384.54,0.95
Testosterone enantate,100.64,94.1,1311.81,27.33
Testosterone esters,7.17,6.72,96.16,2.29
Testosterone propionate,267.29,249.81,504.48,60.76
Testosterone undecanoate,180.91,169.08,2279.6,15.99
Tetanus immunoglobulin,500.0,467.28,467.28,467.28
Tetrabenazine,82.72,77.48,755.39,1.01
Tetracaine,7.75,7.26,207.94,1.01
Tetracaine hydrochloride,11.01,10.31,39.54,0.5
Tetracosactide,63.33,59.2,177.58,35.51
Tetracycline,23.01,21.52,152.54,3.29
Thalidomide (Immunomodulating),213.2,199.31,278.95,119.66
Theophylline,8.99,8.52,612.7,0.16
Thiamine hydrochloride,11.85,11.69,1028.01,0.14
Thioridazine,1005.73,939.92,1329.88,549.95
Tiagabine,147.85,138.31,3296.83,13.73
Tiaprofenic acid,17.76,16.65,41.93,6.99
Tibolone,18.01,16.87,279.81,0.27
Ticagrelor,201.35,188.28,5154.85,1.93
Ticlopidine hydrochloride,429.33,401.24,401.24,401.24
Timolol,14.62,13.69,910.84,2.45
Timolol and bimatoprost,63.68,59.55,1138.93,2.91
Timolol and brimonidine,24.31,22.74,136.85,8.52
Timolol and travoprost,29.4,27.5,676.84,5.67
Timolol with diuretic,155.6,145.61,660.93,13.87
Timothy grass pollen allergen extract,120.41,112.55,299.53,70.0
Tinidazole,2.76,2.69,2.69,2.69
Tinzaparin sodium,202.12,188.95,1879.34,3.69
Tioconazole,43.39,40.57,188.1,25.59
Tioguanine,49.88,46.69,71.35,28.65
Tiopronin,11616.0,10855.65,10855.65,10855.65
Tiotropium bromide,148.77,139.09,8081.4,8.6
Tiotropium bromide/olodaterol,113.45,106.06,2825.81,30.37
Tirbanibulin,86.69,81.04,496.35,55.14
Titanium dioxide,246.64,230.51,1156.08,21.51
Tizanidine hydrochloride,23.03,21.68,299.48,0.18
Tobramycin,921.83,861.51,2218.63,100.38
Tocofersolan,454.59,443.88,764.7,209.85
Tocopheryl acetate,164.15,153.44,3828.28,6.95
Tolbutamide,392.57,366.92,1517.02,42.25
Tolcapone,98.35,92.02,199.4,26.69
Tolfenamic acid,48.63,45.47,182.54,11.93
Tolnaftate,4.1,3.84,6.66,3.33
Tolterodine,27.38,25.71,867.33,0.16
Tolvaptan,1331.17,1244.12,3517.61,167.61
Topiramate,19.42,18.28,3648.09,0.15
Torasemide,12.71,11.93,214.35,0.85
Toremifene citrate,57.3,53.57,101.58,27.19
Tracheostomy & Laryngectomy Appliances,105.69,98.78,4357.39,0.08
Tramadol hydrochloride,15.51,14.71,2106.0,0.05
Trandolapril,15.47,14.49,223.12,0.79
Tranexamic acid,23.6,22.16,308.95,0.25
Tranylcypromine sulfate,1846.84,1726.01,8194.73,113.93
Travoprost,11.66,10.93,307.18,1.66
Trazodone hydrochloride,10.15,9.73,1910.98,0.11
Tretinoin,351.33,328.34,656.58,41.13
Triamcinolone acetonide,13.46,12.6,283.48,1.39
Triamcinolone hexacetonide,72.71,67.95,269.15,11.21
Triamterene,41.9,39.17,39.17,39.17
Triamterene with loop diuretics,3.48,3.36,8.14,1.13
Triamterene with thiazides,353.91,330.76,1383.13,172.89
Triclosan,8.08,7.56,7.56,7.56
Trientine dihydrochloride,9225.39,8621.53,11495.37,5747.69
Trifluoperazine,95.67,89.49,650.3,2.08
Trihexyphenidyl hydrochloride,43.22,40.54,1591.32,0.16
Trimetazidine hydrochloride,244.99,237.93,827.12,54.68
Trimethoprim,9.48,8.95,291.35,0.05
Trimipramine maleate,577.69,539.93,2679.23,24.04
Triptorelin,538.61,503.4,7158.57,193.45
Triptorelin acetate,140.13,130.98,1547.6,64.48
Triptorelin embonate,701.86,655.94,10833.28,386.9
Tropicamide,17.36,16.25,63.44,1.51
Trospium chloride,42.37,39.71,1120.76,0.37
Trusses,34.32,32.09,120.74,9.69
Tryptophan,227.85,215.8,667.38,14.03
Tubing & Accessories,61.51,57.49,1133.26,1.16
Tubing And Accessories,23.85,22.31,1924.6,0.55
Two Piece Ostomy Systems,110.88,103.65,2358.43,1.67
Typhoid,71.05,66.4,1439.27,10.43
Ulipristal acetate (Emergency Contraceptive),19.57,18.31,381.14,13.13
Umeclidinium bromide,161.28,150.78,5630.99,25.7
Umeclidinium bromide/vilanterol,310.06,289.86,7899.85,30.37
Undecenoates,3.35,3.14,17.08,1.88
Urea,26.83,25.1,1347.36,0.25
Urea hydrogen peroxide,5.19,4.86,51.09,1.65
Urinal Systems,56.0,52.51,1168.18,3.26
Urine testing reagents,6.3,5.91,169.45,2.1
Urostomy Bags,209.09,195.43,5429.87,3.49
Ursodeoxycholic acid,45.54,42.68,517.49,0.67
Ustekinumab (Psoriasis),10019.33,9363.51,12038.79,4012.93
Vacuum Pumps for Erectile Dysfunction,122.03,114.05,893.3,9.36
Vaginal Dilators,34.86,32.59,103.41,15.4
Vaginal Moisturisers,14.63,13.69,361.68,0.8
Vaginal PH Correction Products,11.38,10.66,98.18,1.51
Valaciclovir,90.51,84.68,706.6,2.92
Valganciclovir hydrochloride,742.78,694.25,1920.32,32.12
Valproic acid,27.48,25.87,2123.07,0.29
Valsartan,18.44,17.27,422.0,0.39
Valsartan with diuretic,33.67,31.5,405.42,2.4
Valsartan/amlodipine,47.06,44.01,421.38,4.81
Vancomycin hydrochloride,217.69,203.53,1488.94,8.95
Vardenafil,11.35,10.63,600.55,0.47
Varenicline tartrate,43.82,40.98,115.82,10.14
Varicella vaccine live,50.43,47.15,141.49,25.52
Vehicles,5.82,5.45,7.18,3.72
Venlafaxine,24.07,22.67,2034.87,0.14
Venous Ulcer Compression System,66.6,62.25,2621.8,11.3
Verapamil hydrochloride,13.98,13.13,2672.16,0.17
Vericiguat,91.56,85.58,85.58,85.58
Vigabatrin,83.58,78.23,1527.61,1.36
Vildagliptin,53.76,50.33,561.12,7.91
Vitamin A,7.82,7.44,102.61,0.49
Vitamin B and C injection,16.26,15.32,43.09,1.18
Vitamin B compound,11.97,11.4,578.01,0.15
Vitamin E,23.05,21.71,2240.56,0.22
Vitamins caps,1.34,1.61,48.42,0.13
Voriconazole,1174.27,1097.47,2960.97,127.01
Vortioxetine,54.94,51.46,958.96,1.04
Warfarin sodium,7.34,6.96,1166.86,0.02
Water for injection,18.11,17.0,2578.24,0.28
Wool alcohols,14.73,13.78,868.2,0.36
Wool fat,19.76,18.48,59.56,6.63
Wool fat hydrous,27.71,25.91,34.55,17.27
Wound Management & Other Dressings,55.12,51.53,18611.58,0.05
Xipamide,7.5,7.16,87.51,0.37
Xylometazoline hydrochloride,4.23,3.97,46.56,2.04
Xylometazoline hydrochloride/ipratropium bromide,6.32,5.92,14.03,4.66
Yellow fever,39.72,37.12,37.12,37.12
Yohimbine hydrochloride,464.46,434.06,816.12,52.01
Zafirlukast,240.5,224.78,383.17,66.38
Zanamivir,65.44,61.16,61.16,61.16
Zinc acetate,98.57,99.39,452.33,7.02
Zinc oxide,6.46,6.06,212.4,0.14
Zinc sulfate,14.5,13.67,116.99,1.63
Zinc sulfate monohydrate,17.6,16.54,347.85,5.52
Zoledronic acid,177.77,166.14,280.39,138.36
Zolmitriptan,28.87,27.0,750.45,0.4
Zolpidem tartrate,2.77,2.76,59.93,0.06
Zonisamide,95.73,89.54,8787.16,0.7
Zopiclone,3.7,3.87,242.39,0.03
Zuclopenthixol acetate,35.51,33.3,63.46,18.21
Zuclopenthixol decanoate,26.35,24.71,458.65,2.94
Zuclopenthixol hydrochloride,19.95,18.68,248.98,2.93
