Prescriber,Substancia,Quantidade
MARK STREET SURGERY,Atorvastatin,595
MARKET CROSS SURGERY,Atorvastatin,1549
MARKET DRAYTON MEDICAL PRACTICE,Omeprazole,1086
MARKET HARBOROUGH MED.CTR,Atorvastatin,2882
MARKET LAVINGTON SURGERY,Influenza,1263
MARKET OVERTON & SOMERBY SURGERIES,Atorvastatin,419
MARKET QUARTER MEDICAL PRACTICE,Atorvastatin,518
MARKET RASEN SURGERY,Atorvastatin,1165
MARKET SQUARE SURGERY,Atorvastatin,1315
MARKET STREET HEALTH GROUP,Atorvastatin,1966
MARKET STREET MEDICAL PRACTICE,Atorvastatin,534
MARKET SURGERY,Lansoprazole,2105
MARKET WEIGHTON GROUP PRACTICE,Atorvastatin,1076
MARKFIELD MEDICAL CENTRE,Atorvastatin,740
MARKS GATE HEALTH CENTRE,Atorvastatin,357
MARLBOROUGH SURGERY,Atorvastatin,1892
MARLOWE PARK MEDICAL CTR.,Atorvastatin,233
MARLOWES CENTRE,Melatonin,41
MARMOT PCN HUB,Amoxicillin,5
MARPLE BRIDGE SURGERY,Atorvastatin,570
MARPLE COTTAGE SURGERY,Atorvastatin,939
MARPLE MEDICAL PRACTICE,Atorvastatin,441
MARSDEN RD. HEALTH CENTRE,Lansoprazole,1691
MARSH GREEN MEDICAL PRACTICE,Atorvastatin,244
MARSH HOUSE MEDICAL PRACTICE,Atorvastatin,752
MARSH MEDICAL PRACTICE,Atorvastatin,1247
MARSH SURGERY,Colecalciferol,244
MARSHALLS CROSS MEDICAL CENTRE,Atorvastatin,470
MARSHALLS ROAD SURGERY,Atorvastatin,360
MARSS NHS WIRRAL CCG,Adhesive Removers (Sprays/Liquids/Wipes),2814
MARSTON FOREST HEALTHCARE,Atorvastatin,699
MARTELLO HEALTH CENTRE,Atorvastatin,537
MARTIN HOUSE HOSPICE,Gabapentin,2
MARTINS OAK SURGERY,Atorvastatin,683
MARTLESHAM SURGERY,Atorvastatin,514
MARTLETS HOSPICE,Midazolam hydrochloride,10
MARTON MEDICAL PRACTICE,Omeprazole,904
MARTONSIDE MEDICAL CENTRE,Atorvastatin,821
MARUS BRIDGE PRACTICE,Omeprazole,369
MARY STEVENS DAY HOSPICE,Beclometasone dipropionate,1
MARYLEBONE HEALTH CENTRE,Atorvastatin,332
MARYPORT HEALTH SERVICES,Lansoprazole,1554
MARYSVILLE MEDICAL PRACT,Atorvastatin,344
MASTERCALL OOH,Amoxicillin,133
MATCHING GREEN SURGERY,Atorvastatin,354
MATERNAL MENTAL HEALTH TEAM,Quetiapine,40
MATHER AVENUE SURGERY,Atorvastatin,792
MATHUKIA'S SURGERY,Atorvastatin,683
MATRIX MEDICAL PRACTICE,Atorvastatin,666
MATTISHALL SURGERY,Atorvastatin,1216
MATTOCK LANE HEALTH CENTRE,Atorvastatin,255
MAULDETH MEDICAL CENTRE,Atorvastatin,242
MAWBEY GROUP PRACTICE,Atorvastatin,521
MAYBURY SURGERY,Levothyroxine sodium,97
MAYBUSH MEDICAL CENTRE,Atorvastatin,810
MAYDAY & THORNTON HEATH EXTENDED ACCESS,Amoxicillin,93
MAYFAIR MEDICAL CENTRE,Atorvastatin,193
MAYFIELD MEDICAL CENTRE,Atorvastatin,3054
MAYFIELD MEDICAL GROUP,Lansoprazole,986
MAYFIELD MEDICAL PRACTICE,Atorvastatin,903
MAYFIELD SURGERY,Atorvastatin,2053
MAYFLOWER HEALTHCARE ALLIANCE,Isotretinoin,107
MAYFLOWER MEDICAL CENTRE,Atorvastatin,1887
MAYFLOWER MEDICAL GROUP,Atorvastatin,3575
MAYFORD HOUSE SURGERY,Atorvastatin,1333
MAYLANDS HEALTHCARE,Atorvastatin,1052
MAYNARD COURT SURGERY,Atorvastatin,680
MAYPOLE HEALTH SURGERY Y,Atorvastatin,347
MAYWOOD HEALTH CARE CENTRE,Omeprazole,1047
MBPRIMARYCARECOLLABORATIVEEXTACCESS,Omeprazole,7
MCFT S&F NMPS,Wound Management & Other Dressings,14
MCH CHILDREN'S SERVICE,Methylphenidate hydrochloride,48
MCH PALLIATIVE CARE MEDWAY,Oxycodone hydrochloride,9
MCH PALLIATIVE CARE SWALE,Morphine sulfate,4
MCH PHYSIO SWALE,Amitriptyline hydrochloride,2
MCH PRESCRIBING,Amoxicillin,81
MCKENZIE GROUP PRACTICE,Atorvastatin,590
MCKENZIE HOUSE SURGERY,Atorvastatin,2658
MD FAMILY PRACTICE,Atorvastatin,581
MEADOW VIEW,Atorvastatin,543
MEADOWBROOK SURGERY,Atorvastatin,444
MEADOWBROOK/LDP,Olanzapine,1
MEADOWCROFT SURGERY,Bisoprolol fumarate,9
MEADOWGREEN HEALTH CENTRE,Atorvastatin,2444
MEADOWS HEALTH CENTRE (LARNER),Atorvastatin,288
MEADOWS SURGERY,Atorvastatin,490
MEADOWSIDE MEDICAL CENTRE,Atorvastatin,768
MEADOWVIEW SURGERY,Omeprazole,440
MEANWHILE GARDEN MEDICAL CENTRE,Atorvastatin,315
MEANWOOD GROUP PRACTICE ENT SERVICE,Venlafaxine,1
MEANWOOD HEALTH CENTRE,Atorvastatin,1391
MEASHAM MEDICAL UNIT,Ramipril,1195
MEDEN MEDICAL SERVICES,Atorvastatin,573
MEDIC HOUSE,Atorvastatin,539
MEDICAL CENTRE,Atorvastatin,411
MEDICAL CENTRE CAMELFORD (DR GARROD),Omeprazole,336
MEDICAL CENTRE CAMELFORD (DR NASH),Atorvastatin,360
MEDICAL RESPONSE TEAM OOH,Flucloxacillin sodium,5
MEDICENTRE,Atorvastatin,477
MEDICS PCN,Hydrocortisone,4
MEDICUS HEALTH PARTNERS,Atorvastatin,7787
MEDICUS SELECT CARE,Diazepam,23
MEDICUS SELECT CARE BLMK CCG,Diazepam,24
MEDINA HEALTHCARE,Omeprazole,889
MEDLOCK MEDICAL PRACTICE,Atorvastatin,662
MEDLOCK VALE MEDICAL PRACTICE,Atorvastatin,1022
MEDLOOP,Amoxicillin,1
MEDWAY & SWALE HEALTH HUB,Sertraline hydrochloride,27
MEDWAY MEDICAL CENTRE,Atorvastatin,446
MEDWAY ON CALL CARE OOH,Flucloxacillin sodium,239
MEDWAY PRACTICES ALLIANCE (MPA),Estradiol with progestogen,1
MEDWYN SURGERY,Atorvastatin,560
MEIR MEDICAL PRACTICE,Atorvastatin,497
MEIR PARK & WESTON COYNEY MEDICAL PRACT,Atorvastatin,824
MELBOURNE & CHELLASTON MEDICAL PRACTICE,Atorvastatin,701
MELBOURNE PARK MEDICAL CENTRE,Atorvastatin,846
MELROSE SURGERY,Atorvastatin,992
MELTHAM GROUP PRACTICE,Atorvastatin,585
MELTHAM ROAD SURGERY,Atorvastatin,609
MEMORIAL MEDICAL CENTRE,Atorvastatin,983
MENDIP COUNTRY PRACTICE,Atorvastatin,836
MENDIP VALE MEDICAL PRACTICE,Atorvastatin,4884
MENDLESHAM MEDICAL GROUP,Atorvastatin,823
MENEAGE STREET SURGERY,Omeprazole,372
MENTAL HEALTH AND WELLBEING SERVICES,Lisdexamfetamine dimesylate,220
MENTAL HEALTH ICT,Lisdexamfetamine dimesylate,16
MENTAL HEALTH LIAISON TEAM,Sertraline hydrochloride,1
MEON MEDICAL CENTRE,Atorvastatin,493
MEOPHAM MEDICAL CENTRE,Atorvastatin,949
MERCHEFORD HOUSE,Atorvastatin,639
MERCHISTON SURGERY,Atorvastatin,1357
MERE LANE GROUP PRACTICE,Atorvastatin,750
MERE SURGERY,Atorvastatin,580
MEREPARK MEDICAL CENTRE,Atorvastatin,573
MERIDIAN HEALTH GROUP,Estradiol,2
MERIDIAN HOUSE - AIREWHARFE CMHT,Aripiprazole,1
MERIDIAN PRACTICE,Mirtazapine,67
MERIT URGENT,Amiloride hydrochloride,1
MERRIDALE MEDICAL CENTRE (RP TEW),Atorvastatin,952
MERROW PARK SURGERY,Atorvastatin,470
MERSEYCARE LONG COVID SERVICE KNOWSLEY,Salbutamol,4
MERSEYCARE NHS TRUST,Skin Fillers And Protectives,40
MERSEYCARE NHS TRUST - NMP,Flucloxacillin sodium,343
MERSHAM MEDICAL CENTRE,Amlodipine,249
MERSTOW GREEN MEDICAL PRACTICE,Atorvastatin,1380
MERTON CCG SLDUC OOH,Venlafaxine,1
MERTON CCG-CLCH (NMP),Wound Management & Other Dressings,122
MERTON GP FEDERATION,Amoxicillin,24
MERTON LODGE SURGERY,Atorvastatin,941
MERTON REHAB BEDS,Colecalciferol,12
MESNES VIEW SURGERY,Omeprazole,377
METRO INTERCHANGE SURGERY,Atorvastatin,802
MEVAGISSEY SURGERY,Omeprazole,579
MEXBOROUGH HEALTH CENTRE,Atorvastatin,692
MFT ADULT COMMUNITY SERVICES,Wound Management & Other Dressings,337
MFT CHILDRENS COMMUNITY SERVICES,Nystatin,12
MHH GP ACCESS HUBS OOH,Levonorgestrel,18
MIAMI CLINIC - ST LAWRENCE SURGERY,Flucloxacillin sodium,1
MICKLEOVER MEDICAL CENTRE,Atorvastatin,492
MICKLEOVER SURGERY,Atorvastatin,354
MID DEVON MEDICAL PRACTICE,Atorvastatin,597
MID DOWNS MEDICAL PRACTICE,Atorvastatin,410
MID ESSEX CCG GP EXTENDED ACCESS HUB,Amoxicillin,49
MID MERSEY CYP EATING DISORDERS,Sertraline hydrochloride,25
MID SUSSEX HEALTH CARE,Atorvastatin,1084
MIDAS,Methadone hydrochloride,2582
MIDDLE CHARE MEDICAL GROUP,Atorvastatin,1961
MIDDLEPORT MEDICAL CENTRE,Atorvastatin,516
MIDDLESBROUGH 0-19 HCP,Emollients,2
MIDDLESTOWN,Atorvastatin,1180
MIDDLETON HEALTH CENTRE,Atorvastatin,393
MIDDLETON LODGE PRACTICE,Atorvastatin,1474
MIDDLEWAY SURGERY,Omeprazole,749
MIDDLEWICH ROAD SURGERY,Atorvastatin,1041
MIDDLEWOOD PARTNERSHIP,Atorvastatin,2597
MIDLANDS MEDICAL PARTNERSHIP,Atorvastatin,4349
MIDWAY LANGLEY HOUSE CLCH,Paracetamol,17
MIDWAY SURGERY,Atorvastatin,863
MILBORNE PORT SURGERY,Atorvastatin,705
MILDMAY MEDICAL PRACTICE,Atorvastatin,282
MILE LANE HEALTH CENTRE,Omeprazole,359
MILE OAK MEDICAL CENTRE,Atorvastatin,520
MILEHOUSE MEDICAL PRACTICE,Atorvastatin,349
MILL BANK,Omeprazole,803
MILL ROAD SURGERY,Atorvastatin,2320
MILL STREAM SURGERY,Atorvastatin,469
MILL STREET MEDICAL CTR.,Atorvastatin,1113
MILL VIEW SURGERY,Atorvastatin,325
MILLBANK MEDICAL CENTRE,Atorvastatin,728
MILLBARN MEDICAL CENTRE,Atorvastatin,325
MILLBROOK MEDICAL CENTRE,Atorvastatin,1155
MILLBROOK MEDICAL PRACTICE,Atorvastatin,199
"MILLBROOK SURGERY, CASTLE CARY",Omeprazole,473
MILLCROFT MEDICAL CENTRE,Atorvastatin,1696
MILLENNIUM FAMILY PRACTICE,Atorvastatin,753
MILLENNIUM MEDICAL CENTRE,Atorvastatin,510
MILLER STREET SURGERY,Atorvastatin,689
MILLFIELD MEDICAL GROUP,Lansoprazole,1906
MILLFIELD SURGERY,Atorvastatin,716
MILLGATE HEALTHCARE PARTNERSHIP,Atorvastatin,2339
MILLRISE MEDICAL PRACTICE,Atorvastatin,906
MILLVIEW MEDICAL CENTRE,Atorvastatin,1336
MILLVIEW SURGERY,Atorvastatin,795
MILLWAY MEDICAL PRACTICE,Atorvastatin,1038
MILMAN & KENNET SURGERY,Atorvastatin,1032
MILNROW VILLAGE PRACTICE,Omeprazole,470
MILTON ABBAS SURGERY,Omeprazole,505
MILTON KEYNES VILLAGE SURG,Omeprazole,366
MILTON ROAD SURGERY,Atorvastatin,315
MILTON SURGERY,Atorvastatin,455
MINCHINHAMPTON SURGERY,Atorvastatin,331
MINEHEAD MEDICAL CENTRE,Omeprazole,958
MINET GREEN HEALTH PRACTICE,Atorvastatin,969
MINOR INJURIES CLINIC,Flucloxacillin sodium,5
MINOR INJURIES UNIT,Flucloxacillin sodium,106
MINOR INJURIES UNTI (QMH),Betamethasone sodium phosphate,3
MINOR INJURY UNIT-EXMOUTH,Flucloxacillin sodium,41
MINOR SURGERY & DERMATOLOGY UNIT,Benzalkonium chloride,3
MINOR SURGERY LES,Dorzolamide,2
MINOR SURGERY SERVICE LIVERPOOL,Flucloxacillin sodium,1
MINSTER MEDICAL PRACTICE,Atorvastatin,1136
MINSTER SURGERY,Atorvastatin,1077
MIRAH DAY HOSPITAL,Memantine hydrochloride,1
MIRFIELD HEALTH CENTRE,Atorvastatin,1578
MIRFIELD SURGERY,Atorvastatin,510
MIRIAM MINOR EMERGENCY,Amoxicillin,179
MIRIAM PRIMARY CARE GROUP,Atorvastatin,1177
MITCHAM FAMILY PRACTICE,Atorvastatin,228
MITCHELDEAN SURGERY,Atorvastatin,859
MITCHLEY AVENUE SURGERY,Atorvastatin,2
MK CHILDREN'S PRIMARY CARE TEAM,Phenoxymethylpenicillin (Penicillin V),46
MK ENT SERVICE,Neomycin sulfate,9
MK URGENT CARE SERVICES OOH,Flucloxacillin sodium,216
MKGP ACCESS,Hydrocortisone,12
MOAT HOUSE SURGERY,Atorvastatin,1237
MOATFIELD SURGERY,Atorvastatin,858
MOCHA PARADE MEDICAL PRACTICE,Atorvastatin,263
MOCKETTS WOOD SURGERY,Atorvastatin,722
MODALITY AWC EXTENDED ACCESS,Amlodipine,3
MODALITY COMMUNITY SERVICES,Emollients,231
MODALITY DARLASTON PRACTICE,Atorvastatin,248
MODALITY ENKI MEDICAL PRACTICE,Atorvastatin,644
MODALITY LEWISHAM (ML),Atorvastatin,1581
MODALITY MID SUSSEX,Atorvastatin,1895
MODALITY PARTNERSHIP (AWC),Atorvastatin,7785
MODALITY PARTNERSHIP (HULL),Lansoprazole,4823
MODBURY HEALTH CENTRE,Atorvastatin,579
MODERN MEDICAL CENTRE,Atorvastatin,498
MOLEBRIDGE PRACTICE,Atorvastatin,345
MOLESEY COMMUNITY HOSPITAL,Pregabalin,1
MOLLISON WAY SURGERY,Atorvastatin,320
MONARCH MEDICAL CENTRE,Atorvastatin,341
MONK BRETTON HEALTH CENTRE PRACTICE,Atorvastatin,246
MONKFIELD MEDICAL PRACTICE,Atorvastatin,421
MONKS PARK SURGERY,Atorvastatin,489
MONKSEATON MEDICAL CENTRE,Atorvastatin,662
MONKWEARMOUTH HEALTH CENTRE,Atorvastatin,1079
MONTAGUE MEDICAL PRACTICE,Atorvastatin,758
MONTGOMERY HOUSE SURGERY,Atorvastatin,1291
MONTPELIER HEALTH CENTRE,Atorvastatin,760
MONTPELIER SURGERY,Atorvastatin,193
MOOR GREEN LANE MED.CTR.,Atorvastatin,243
MOOR PARK MEDICAL PRACTICE,Atorvastatin,244
MOORDOWN MEDICAL CENTRE,Atorvastatin,424
MOORE STREET MEDICAL CENTRE,Atorvastatin,781
MOORFIELD HOUSE SURGERY,Atorvastatin,840
MOORLANDS SURGERY,Atorvastatin,1534
MOORSIDE MEDICAL PRACTICE,Atorvastatin,415
MOORSIDE SURGERY,Atorvastatin,1406
MORDEN HALL MEDICAL CENTRE,Atorvastatin,967
MORECAMBE SURGERY,Atorvastatin,507
MOREDON MEDICAL CENTRE,Atorvastatin,1344
MORETON GROUP PRACTICE,Omeprazole,511
MORETON HEALTH CLINIC,Atorvastatin,550
MORETON MEDICAL CENTRE,Atorvastatin,380
MORETONHAMPSTEAD HEALTH CENTRE,Atorvastatin,295
MORLAND HOUSE SURGERY,Atorvastatin,1366
MORLAND ROAD SURGERY,Amlodipine,357
MORRAB SURGERY,Omeprazole,871
MORRIS HOUSE GROUP PRACTICE,Atorvastatin,896
MORTHEN ROAD SURGERY,Atorvastatin,1507
MORTIMER SURGERY,Omeprazole,1169
MOSAIC,Methadone hydrochloride,6
MOSBOROUGH HEALTH CENTRE,Atorvastatin,963
MOSELEY AVENUE SURGERY,Omeprazole,673
MOSELEY MEDICAL CENTRE,Atorvastatin,127
MOSS GROVE SURGERY,Atorvastatin,1531
MOSS SIDE MEDICAL CENTRE,Lansoprazole,347
MOSS STREET SURGERY,Atorvastatin,558
MOSS WAY,Atorvastatin,302
MOSSLEY & DUDLEY FIELDS MEDICAL PRACTICE,Atorvastatin,365
MOSSLEY MEDICAL PRACTICE,Atorvastatin,170
MOSTAFA PMS,Amlodipine,479
MOTE,Omeprazole,800
MOULSHAM LODGE SURGERY,Amlodipine,2
MOULTON MEDICAL CENTRE,Atorvastatin,834
MOULTON SURGERY,Atorvastatin,999
MOUNT AVENUE SURGERY,Atorvastatin,593
MOUNT CHAMBERS MEDICAL PRACTICE,Atorvastatin,1831
MOUNT FARM SURGERY,Atorvastatin,1461
MOUNT GROUP PRACTICE,Atorvastatin,1410
MOUNT MEDICAL CENTRE,Atorvastatin,381
MOUNT PLEASANT HEALTH CENTRE,Atorvastatin,1163
MOUNT PLEASANT MED CENTRE,Atorvastatin,1575
MOUNT ROAD SURGERY,Atorvastatin,588
MOUNT STUART HOSPITAL NHS OUTPATIENTS,Flucloxacillin sodium,7
MOUNTWOOD SURGERY,Atorvastatin,832
MOWBRAY HOUSE SURGERY,Atorvastatin,2605
MOXLEY MEDICAL CENTRE,Atorvastatin,275
MP VICTORIA MILL,Atorvastatin,293
MSK COMMUNITY SERVICES,Omeprazole,1
MUCH BIRCH SURGERY,Atorvastatin,570
MUCH HADHAM HEALTH CENTRE,Atorvastatin,569
MUCH WENLOCK & CRESSAGE MEDICAL PRACTICE,Atorvastatin,997
MULBERRY HOUSE SURGERY,Atorvastatin,288
MULBERRY MEDICAL PRACTICE,Atorvastatin,488
MULBERRY STREET MEDICAL PRACTICE,Lansoprazole,764
MUNDESLEY MEDICAL CENTRE,Lansoprazole,850
MUNRO MEDICAL CENTRE,Atorvastatin,2673
MURDISHAW,Omeprazole,743
MURTON MEDICAL CENTRE,Atorvastatin,1466
MUSEUM PRACTICE,Atorvastatin,290
MUSTERS MEDICAL PRACTICE,Atorvastatin,519
MY HEALTH GROUP,Atorvastatin,1504
MYTHE MEDICAL PRACTICE,Atorvastatin,1029
MYTTON OAK MEDICAL PRACT.,Atorvastatin,534
N&S COMMUNITY DERMATOLOGY CLINIC,Emollients,25
N.B.PRIMARY CARE ENT SERVICE,Other Appliances,3
NANTWICH HEALTH CENTRE,Atorvastatin,1093
NAPIER ROAD SURGERY,Atorvastatin,235
NARBOROUGH ROAD SURGERY,Atorvastatin,327
NARROWCLIFF SURGERY,Atorvastatin,1295
NASEBY MEDICAL CENTRE,Atorvastatin,233
NAVENBY CLIFF VILLAGES SURGERY,Atorvastatin,901
NC GPA PLUS,Nicotine,395
NCH&C COMMUNITY NURSES (WEST),Prednisolone,22
NCTPCT DIRECT ACCESS CENTRAL,Lamotrigine,2
NDC COMMUNITY SERVICES,Sacubitril/valsartan,4
NDUC GP OUT OF HOURS SERVICE (OOH),Amoxicillin,17
NDUC NEWCASTLE GATESHEAD OOH,Nitrofurantoin,30
NDUC NORTH TYNESIDE OOH,Phenoxymethylpenicillin (Penicillin V),24
NDUC NORTHUMBERLAND OOH,Nitrofurantoin,132
NEAS DDES CCG,Amoxicillin,1
NEAS HAST CCG,Hydrocortisone,2
NEAS NEWCASTLE GATESHEAD CCG,Diclofenac sodium,1
NEAS NORTH DURHAM CCG,Prednisolone,1
NEAS NORTH TYNESIDE CCG,Naproxen,1
NEAS SOUTH TYNESIDE CCG,Nitrofurantoin,100
NEAS SUNDERLAND CCG,Flucloxacillin sodium,1
NEASDEN MEDICAL CENTRE,Atorvastatin,1105
NEASHAM ROAD SURGERY,Atorvastatin,1193
NEATH HILL HEALTH CENTRE,Atorvastatin,248
NECHELLS PRACTICE,Atorvastatin,505
NEE COMMUNITY SERVICES,Lymphoedema Garments,115
NEEDHAM MARKET COUNTRY PRACTICE,Atorvastatin,1560
NEETSIDE SURGERY,Omeprazole,390
NELC CHILDREN'S HEALTH PROVISION,Malathion,2
NELFT COMMUNITY DIABETES SERVICE,Semaglutide,5
NELFT DEMENTIA CRISIS SUPPORT TEAM,Risperidone,14
NELFT EWMHS,Fluoxetine hydrochloride,41
NELFT OLDER ADULTS H&W SERVICE,Goserelin acetate,1
NELFT OOH,Flucloxacillin sodium,7
NELFT SOUTH WEST ESSEX CS,Methylphenidate hydrochloride,77
NELFT THURROCK SERVICES,Nitrofurantoin,16
NELFT VIRTUAL FRAILTY WARD,Potassium chloride,5
NELPCT OUT OF HOURS SERVICE,Flucloxacillin sodium,117
NELSON MEDICAL CENTRE,Atorvastatin,452
NELSON MEDICAL GROUP,Atorvastatin,687
NELSON MEDICAL PRACTICE,Atorvastatin,574
NEMS CBS MID NOTTS OOH,Nitrofurantoin,76
NEMS OOH,Amoxicillin,31
NENE VALLEY AND HODGSON MEDICAL PRACTICE,Atorvastatin,1647
NENE VALLEY SURGERY,Levothyroxine sodium,634
NESTON MEDICAL CENTRE,Atorvastatin,770
NESTON SURGERY,Lansoprazole,1021
NETHERFIELD HOUSE,Atorvastatin,605
NETHERGREEN SURGERY,Atorvastatin,918
NETHERLEY HEALTH CENTRE,Atorvastatin,370
NETHERTON SURGERY,Atorvastatin,199
NETTLEBED SURGERY,Atorvastatin,431
NETTLEHAM MEDICAL PRACTICE,Atorvastatin,1736
NEURO & OLD AGE PSYCHIATRY,Memantine hydrochloride,71
NEURO & OLD AGE PSYCHIATRY - MAPLE HOUSE,Memantine hydrochloride,26
NEURODEVELOPMENT SERVICE HAMPSHIRE,Lisdexamfetamine dimesylate,43
NEURODEVELOPMENT SERVICE SURREY,Methylphenidate hydrochloride,41
NEUROLOGY CNS 1,Levomepromazine hydrochloride,1
NEUROLOGY LONG TERM CONDITIONS,Pramipexole,1
NEVILLE ROAD SURGERY,Atorvastatin,145
NEW ADDINGTON GROUP PRACTICE,Atorvastatin,653
NEW BANK HEALTH,Atorvastatin,405
NEW BARN CLOSE SURGERY,Atorvastatin,1339
NEW COLLEGIATE MEDICAL CENTRE,Atorvastatin,1040
NEW COURT SURGERY,Atorvastatin,1489
NEW CROSS CENTRE (HURLEY GROUP),Atorvastatin,321
NEW DOVER ROAD SURGERY,Atorvastatin,464
NEW ELTHAM AND BLACKFEN MEDICAL CENTRE,Atorvastatin,435
NEW FOREST MEDICAL GROUP,Atorvastatin,655
NEW HALL HOSPITAL,Flucloxacillin sodium,3
NEW HAYESBANK EYE CLINIC,Eye Products,13
NEW HAYESBANK SURGERY,Atorvastatin,1237
NEW HOPE,Methadone hydrochloride,97
NEW HORIZONS MEDICAL PARTNERSHIP,Omeprazole,1487
NEW INVENTION HEALTH CENTRE,Atorvastatin,481
NEW ISLINGTON MEDICAL CENTRE,Atorvastatin,538
NEW LONGTON SURGERY,Atorvastatin,255
NEW LYMINGE SURGERY,Atorvastatin,445
NEW MEDICAL CENTRE,Atorvastatin,1549
NEW NORTH HEALTH CENTRE,Ramipril,92
NEW OTLEY ROAD MEDICAL PRACTICE,Atorvastatin,1096
NEW OTTERSHAW SURGERY,Atorvastatin,251
NEW POND ROW SURGERY,Atorvastatin,434
NEW PROVIDERS FOR HEALTH,Colecalciferol,1
NEW QUEEN STREET SURGERY,Atorvastatin,1422
NEW RIVER HEALTH,Atorvastatin,1330
NEW ROAD MEDICAL CENTRE,Atorvastatin,116
NEW ROAD SURGERY,Atorvastatin,953
NEW ROAD SURGERY BROMSGROVE,Atorvastatin,620
NEW SILKSWORTH MEDICAL PRACTICE,Atorvastatin,1408
NEW SOUTHGATE SURGERY,Atorvastatin,744
NEW STREET & NETHERTON GROUP PRACTICE,Atorvastatin,665
NEW STREET SURGERY,Atorvastatin,267
NEW WASHINGTON MEDICAL GROUP,Lansoprazole,1031
NEW WOKINGHAM ROAD SURGERY,Atorvastatin,356
NEWARK LOCALITY EXTENDED ACCESS,Mirtazapine,2
NEWARK ROAD SURGERY,Sertraline hydrochloride,3
NEWBOLD SURGERY,Lansoprazole,771
NEWBOLD VERDON MED.PRACT.,Atorvastatin,1760
NEWBRIDGE SURGERY,Atorvastatin,1195
NEWBURN SURGERY,Atorvastatin,981
NEWBURY GREEN MEDICAL PRACTICE,Atorvastatin,1560
NEWBURY GROUP PRACTICE,Atorvastatin,945
NEWBURY STREET PRACTICE,Omeprazole,876
NEWCASTLE DIABETES CENTRE,Co-trimoxazole(Trimethoprim/sulfamethoxazole),18
NEWCASTLE GP IN A&E SERVICE,Naproxen,37
NEWCASTLE GP IN MOLINEUX WIC,Amlodipine,1
NEWCASTLE HOSPITALS COMMUNITY HEALTH,Flucloxacillin sodium,267
NEWCASTLE MEDICAL CENTRE,Sertraline hydrochloride,196
NEWGATE MEDICAL GROUP,Atorvastatin,3795
NEWHALL SURGERY,Atorvastatin,611
NEWHAM GP CO-OP OOH,Amoxicillin,100
NEWHAM MEDICAL CENTRE,Atorvastatin,1364
NEWHAM NHS URGENT CARE CENTRE,Naproxen,63
NEWHAM PCN,Amoxicillin,260
NEWHAM PRIMARY CARE EXTENDED ACCESS,Amoxicillin,57
NEWHAM TRANSITIONAL PRACTICE,Atorvastatin,442
NEWHAM VICARAGE PRACTICE,Atorvastatin,503
NEWHOLME SURGERY,Lansoprazole,351
NEWINGTON ROAD SURGERY,Atorvastatin,529
NEWLAND SURGERY,Atorvastatin,394
NEWLANDS MEDICAL CENTRE,Lansoprazole,838
NEWMEDICA BRISTOL,Latanoprost,17
NEWMEDICA COMMUNITY OPHTHALMOLOGY,Eye Products,16
NEWMEDICA DERBY AND DERBYSHIRE,Dexamethasone,32
NEWMEDICA GLOUCESTERSHIRE,Bimatoprost,9
NEWMEDICA GLOUCESTERSHIRE (BRIGHOUSE),Eye Products,6
NEWMEDICA SHREWSBURY,Diazepam,3
NEWMEDICA TEESSIDE,Dexamethasone,46
NEWMEDICA WAKEFIELD,Eye Products,17
NEWMEDICA WORCESTER,Eye Products,3
NEWNHAM SURGERY,Omeprazole,345
NEWNHAM WALK SURGERY,Atorvastatin,271
NEWPORT HEALTH CENTRE,Atorvastatin,1779
NEWPORT MEDICAL GROUP,Atorvastatin,812
NEWPORT PAGNELL MED.CTR.,Atorvastatin,1325
NEWPORT SURGERY,Atorvastatin,830
NEWQUAY HEALTH CENTRE,Atorvastatin,1337
NEWSOME SURGERY,Atorvastatin,437
NEWTHORPE MEDICAL PRACTICE,Atorvastatin,556
NEWTON COMMUNITY HOSPITAL PRACTICE,Atorvastatin,322
NEWTON DRIVE HEALTH CENTRE,Atorvastatin,1013
NEWTON HEATH MEDICAL CENTRE,Atorvastatin,629
NEWTON MEDICAL CENTRE,Atorvastatin,684
NEWTON PLACE SURGERY,Atorvastatin,1561
NEWTON SURGERY,Atorvastatin,865
NEWTONS PRACTICE,Colecalciferol,587
NEWTOWN MEDICAL PRACTICE,Atorvastatin,754
NEWTOWN SURGERY,Atorvastatin,826
NEXUS HEALTH GROUP,Atorvastatin,4748
NHS 111 OOH,Nitrofurantoin,95
NHS BWD SUBSTANCE MISUSE SERVICE,Methadone hydrochloride,954
NHS COVENTRY HEALTHCARE & WIC,Flucloxacillin sodium,195
NHS FYLDE & WYRE CCG,Wound Management & Other Dressings,1505
NHS GYW HEALTH VISITORS,Dimeticone (Parasiticidal),2
NHS KERNOW LIVI - EMIS,Sertraline hydrochloride,21
NHS KERNOW LIVI - TPP,Doxycycline hyclate,5
NHS LINCOLNSHIRE CCG LIVI SYSTMONE HUB,Sertraline hydrochloride,41
NHS LIVERPOOL DIABETES PARTNERSHIP,Glucose blood testing reagents,1
NHS NORTHAMPTONSHIRE CCG,Co-amoxiclav (Amoxicillin/clavulanic acid),23
NHS PRACTITIONER HEALTH PROGRAMME,Sertraline hydrochloride,33
NHS ROTHERHAM CONTINENCE DEPT,Catheters,548
